上海华氏大药房雷允上昌化路店,地址：上海市静安区昌化路520号,电话：021-32160621,
上海华氏大药房有限公司雷允上呈信药业平凉路店,地址：上海市杨浦区平凉路1806号,电话：021-65701401,
上海复美益星大药房连锁有限公司西站店,地址：上海市普陀区桃浦公路209号,电话：021-52854920,
上海复美益星大药房连锁有限公司常德路店,地址：上海市普陀区宜昌路555号-4,电话：021-52799508,
上海华氏大药房有限公司雷允上药业有限公司大世界旗舰店,地址：上海市黄浦区西藏南路27号,电话：021-33310312,
上海复美益星大药房连锁有限公司铜川路店,地址：上海市普陀区铜川路1948号,电话：021-52768277,
上海复美益星大药房连锁有限公司真如店,地址：上海市普陀区北石路514号,电话：021-52047897,
上海华氏大药房有限公司雷允上药房安亭店,地址：上海市嘉定区泽普路294号,电话：021-39570704,
上海复美益星大药房连锁有限公司真北路店,地址：上海市普陀区真北路3007号,电话：021-52842157,
上海华氏大药房有限公司雷允上仁浦药房,地址：上海市闵行区北翟路1550弄,电话：021-62212582,
上海复美益星大药房连锁有限公司银杏药房,地址：上海市普陀区银杏路84号甲,电话：021-56436687,
上海华氏大药房有限公司雷允上姚北药房店,地址：上海市松江区九亭镇中心路姚北路,电话：021-67632670,
上海华氏大药房有限公司雷允上周周药房,地址：上海市徐汇区龙瑞路62号,电话：021-64705695,
上海华氏大药房有限公司雷允上药房大连西路店,地址：上海市虹口区大连西路86号,电话：021-65529952,
上海复美益星大药房连锁有限公司宜川路店,地址：上海市普陀区宜川路6号,电话：021-56953328,
上海华氏大药房有限公司雷允上真新药房店,地址：上海市嘉定区定边路39号,电话：021-69188695,
上海华氏大药房有限公司雷允上药房万和路店,地址：上海市浦东新区万和路162号,电话：021-58048520,
上海华氏大药房有限公司雷允上马桥药房,地址：上海市闵行区北松公路2115号乙室,电话：021-64098378,
上海华氏大药房有限公司雷允上药房光新路店,地址：上海市普陀区中山北路1855号乐购1楼,电话：无,
上海华氏大药房有限公司雷允上药房易初莲花松江店,地址：上海市松江区荣乐中路8号,电话：无,
上海华氏大药房有限公司雷允上纪北大药房联友路店,地址：上海市闵行区联友路1798号,电话：021-62962557,
上海华氏大药房有限公司雷允上芸莉药店,地址：上海市卢湾区长华路482-484号,电话：021-64963637,
上海复美益星大药房连锁有限公司中山北路店,地址：上海市普陀区中山北路3648号,电话：021-62451916,
上海华氏大药房有限公司雷允上仁行药房,地址：上海市闵行区顾村陈家行西街81号,电话：021-56029686,
上海华氏大药房有限公司雷允上宏鑫保健品店沪太路店,地址：上海市宝山区沪太路4010号市场内6室,电话：021-66506950,
上海复美益星大药房连锁有限公司杏山店,地址：上海市普陀区梅岭南路167号,电话：021-62452178,
上海复美益星大药房连锁有限公司宁夏路店,地址：上海市普陀区宁夏路448号,电话：021-62447145,
上海复美益星大药房连锁有限公司金沙江路店,地址：上海市普陀区金沙江路1308号,电话：021-62643506,
上海华氏大药房有限公司雷允上药房五月花店,地址：上海市闸北区芷江西路488号五月花生活广场1楼F128号商铺,电话：021-36350921,
上海华氏大药房有限公司雷允上纪北大药房纪翟路店,地址：上海市闵行区纪翟路2780号,电话：021-62967779,
上海华氏大药房有限公司雷允上华建药房,地址：上海市闵行区区航建路76号,电话：021-52277583,
上海华氏大药房有限公司雷允上佩佩药房,地址：上海市闵行区北翟路1444弄150号,电话：021-52233331,
上海复美益星大药房连锁有限公司桃浦店,地址：上海市普陀区雪松路292号,电话：021-66950300,
上海华氏大药房有限公司雷允上药店永平路店,地址：上海市闵行区永平路146号,电话：021-34292088,
上海华氏大药房有限公司雷允上纪鹤店,地址：上海市青浦区纪鹤路138号,电话：021-62965795,
上海复美益星大药房连锁有限公司曹杨路店,地址：上海市普陀区曹杨路673号,电话：021-62548306,
上海复美益星大药房连锁有限公司甘泉路店,地址：上海市普陀区甘泉路578号,电话：021-56051623,
上海华氏大药房有限公司雷允上药房五角场沃尔玛店,地址：上海市杨浦区淞沪路125号沃尔玛超市2楼,电话：无,
上海华氏大药房有限公司雷允上药房孔庙店,地址：上海市嘉定区南大街188号,电话：021-59946316,
上海复美益星大药房连锁有限公司怒江路店,地址：上海市普陀区怒江路351号,电话：021-52500000,
上海华氏大药房有限公司雷允上立跃药房,地址：上海市闵行区立跃路777号,电话：021-54332933,
上海华氏大药房有限公司雷允上药房南桥店,地址：上海市奉贤区奉贤南桥镇解放中路139号,电话：021-31170565,
上海华氏大药房有限公司雷允上吴漕药房,地址：上海市闵行区闵北路666号,电话：021-52233814,
上海华氏大药房有限公司雷允上药房迎宾三路店,地址：上海市长宁区迎宾三路98号,电话：021-62681139,
上海华氏大药房有限公司雷允上小昆山药房,地址：上海市松江区小昆山镇平原街231号,电话：021-37760056,
上海华氏大药房有限公司雷允上纪北大药房闵马药店,地址：上海市卢湾区富岩路298弄10号,电话：021-64090748,
上海复美益星大药房连锁有限公司岚皋路店,地址：上海市普陀区岚皋路124号,电话：021-52912099,
上海复美益星大药房连锁有限公司民康店,地址：上海市普陀区曹杨路415号,电话：021-62440336,
上海复美益星大药房连锁有限公司金象大药房,地址：上海市普陀区宜川路393号,电话：021-56953537,
上海复美益星大药房连锁有限公司梅岭路店,地址：上海市普陀区梅岭北路207号,电话：021-62547993,
上海华氏大药房有限公司雷允上涟源向阳店,地址：上海市闵行区向阳路115号,电话：021-33506859,
上海复美益星大药房连锁有限公司兰田路店,地址：上海市普陀区中山北路2576号,电话：021-52041930,
上海华氏大药房有限公司雷允上药房临平路店,地址：上海市虹口区临平路36号,电话：021-65417505,
上海华氏大药房有限公司雷允上航建药房,地址：上海市闵行区航建路633号-5-6,电话：021-52276026,
上海复美益星大药房连锁有限公司宁强店,地址：上海市普陀区宁强路196号,电话：021-62143608,
上海复美益星大药房连锁有限公司武宁路店,地址：上海市普陀区东新路378号,电话：021-52906250,
上海华氏大药房有限公司雷允上紫堤药房,地址：上海市闵行区纪翟路2793号,电话：021-52262476,
上海华氏大药房有限公司雷允上肖泾大药房,地址：上海市宝山区沪太路8850号,电话：021-66877166,
上海华氏大药房有限公司雷允上平溪药房,地址：上海市长宁区平溪路37-39号,电话：021-62426309,
上海复美益星大药房连锁有限公司华池路店,地址：上海市普陀区华池路220号,电话：021-62142918,
上海华氏大药房有限公司雷允上彭渡药房,地址：上海市闵行区江川路2006号,电话：021-54723179,
上海复美益星大药房连锁有限公司中远两湾城店,地址：上海市普陀区中潭路79号,电话：021-52928074,
上海华氏大药房有限公司雷允上天宁药店,地址：上海市黄浦区四牌楼路88号,电话：021-63286195,
上海华氏大药房有限公司雷允上沿江药房,地址：上海市浦东新区林浦路693号,电话：021-50843448,
上海复美益星大药房连锁有限公司枣阳路店,地址：上海市普陀区枣阳路378号-乙,电话：021-52665238,
上海复美益星大药房连锁有限公司玉佛店,地址：上海市普陀区安远路192号,电话：021-62769345,
上海华氏大药房有限公司雷允上华沛药房,地址：上海市浦东新区川沙镇对面街1村92号,电话：021-50924208,
上海华氏大药房有限公司雷允上广中药店,地址：上海市虹口区广灵一路30号,电话：021-65421937,
上海华氏大药房有限公司雷允上莘南药房,地址：上海市闵行区莘南花苑二村6号,电话：021-54374028,
上海华氏大药房有限公司雷允上宜川大药房,地址：上海市普陀区宜川路93号,电话：021-56533328,
上海华氏大药房有限公司雷允上华佳大药房,地址：上海市闵行区北翟路2856号,电话：021-52210157,
上海复美益星大药房连锁有限公司万里店,地址：上海市普陀区长寿路517号,电话：021-62989339,
上海华氏大药房有限公司雷允上涟源大药房,地址：上海市闵行区北松公路118号,电话：021-64909378,
上海华氏大药房有限公司雷允上药房江湾店,地址：上海市虹口区场中路16号,电话：021-65448036,
上海华氏大药房有限公司雷允上保乐药房,地址：上海市卢湾区保乐路90-92号,电话：021-52264833,
上海华氏大药房有限公司雷允上药房碧云路店,地址：上海市浦东新区碧云路555号家乐福2楼,电话：021-33820167,
上海复美益星大药房连锁有限公司西康路店,地址：上海市普陀区西康路1289号,电话：021-62985394,
上海华氏大药房有限公司雷允上霍明药房,地址：上海市杨浦区霍山路1165号,电话：021-65890293,
上海华氏大药房有限公司雷允上药房虹梅南路店,地址：上海市闵行区虹梅南路128号1号楼01-02室,电话：021-54303915,
上海华氏大药房有限公司雷允上沿浦药房,地址：上海市浦东新区沿浦路临江集贸市场11-12号,电话：021-68309028,
上海华氏大药房有限公司雷允上旺呈药房,地址：上海市闵行区纪翟路1098号,电话：021-62213755,
上海华氏大药房有限公司雷允上陈家宅药房,地址：上海市闵行区区龙吴路4835号-7,电话：021-64342049,
上海华氏大药房有限公司雷允上南辰药房,地址：上海市宝山区南大路600号,电话：021-52843472,
上海华氏大药房有限公司雷允上佳乐药店,地址：上海市浦东新区龚路新西街1号,电话：021-58560671,
上海华氏大药房有限公司雷允上红玉药房,地址：上海市普陀区老真北路160号,电话：021-62640841,
上海华氏大药房有限公司雷允上冠生园店,地址：上海市徐汇区冠生园路242号,电话：021-34140871,
上海华氏大药房有限公司雷允上通协药房,地址：上海市普陀区北翟路790号11-12室,电话：021-52186543,
上海华氏大药房有限公司雷允上宝慷大药房,地址：上海市普陀区新村路358号,电话：021-36051113,
上海华氏大药房有限公司雷允上华紫药房,地址：上海市闵行区东华美路5-6号,电话：021-62207857,
上海华氏大药房有限公司雷允上药房华山路店,地址：上海市静安区静安寺华山路2号雷允上药城内,电话：021-62486098,
上海华氏大药房有限公司雷允上诚治药房,地址：上海市闵行区永德路191号,电话：021-64505020,
上海华氏大药房有限公司雷允上药房118广场店,地址：上海市普陀区金沙江路1685号118广场3楼,电话：021-58548736,
上海华氏大药房有限公司雷允上药店新源路店,地址：上海市浦东新区新源路3223-3227号,电话：021-64429060,
上海华氏大药房有限公司雷允上吴翟路店,地址：上海市闵行区吴翟路1307号,电话：021-52235535,
上海华氏大药房有限公司雷允上英达药房,地址：上海市闵行区三鲁公路2699号,电话：021-54311001,
上海华氏大药房有限公司雷允上钦州北路店,地址：上海市徐汇区钦州北路421号,电话：021-64363225,
上海华氏大药房有限公司雷允上菁菁药房,地址：上海市闵行区江川路806号,电话：021-54711633,
上海华氏大药房有限公司雷允上定海店,地址：上海市杨浦区杨树浦路3021号,电话：021-65664834,
上海华氏大药房有限公司雷允上大宸药房,地址：上海市闵行区北翟路1556弄9号,电话：021-62203628,
上海华氏大药房有限公司雷允上益晓药房,地址：上海市闵行区龙茗路2769号大上海国际花园114-115,电话：021-64780578,
上海华氏大药房有限公司雷允上东泉药房,地址：上海市徐汇区石龙路121号-3,电话：021-54084748,
上海华氏大药房有限公司雷允上翊民药房,地址：上海市闵行区黎安路958号,电话：021-54889325,
上海华氏大药房有限公司雷允上云雾山店,地址：上海市长宁区云雾山路551弄17号底楼,电话：021-62344882,
上海华氏大药房有限公司雷允上凯凯大药房,地址：上海市闵行区宾川路436-438号,电话：021-64637475,
上海华氏大药房有限公司雷允上梅富路店,地址：上海市闵行区梅富路483-2号,电话：021-54373393,
上海华氏大药房有限公司雷允上春薇药房,地址：上海市闵行区春申路1450号,电话：021-54289815,
上海华氏大药房有限公司雷允上天虹药房,地址：上海市闵行区环镇南路110号,电话：021-64069304,
上海华氏大药房有限公司雷允上健桥药房,地址：上海市普陀区古浪路1681号1区31-32室,电话：021-51076123,
上海华氏大药房有限公司雷允上凤阳路店,地址：上海市静安区成都北路568号,电话：021-63591955,
上海华氏大药房有限公司雷允上福健药房,地址：上海市宝山区顾陈路170号,电话：021-56675889,
上海华氏大药房有限公司雷允上药房成山路店,地址：上海市浦东新区成山路480号世纪联华B1楼,电话：无,
上海华氏大药房有限公司雷允上珍宝大药房,地址：上海市闵行区虹泉路1101弄6号,电话：021-34321786 ,
上海华氏大药房有限公司雷允上蔷薇店,地址：上海市浦东新区高科西路2996号,电话：021-58438425,
上海华氏大药房有限公司雷允上保德路店,地址：上海市闸北区阳曲路668号,电话：021-56914581,
上海华氏大药房有限公司雷允上灵岩路店,地址：上海市浦东新区灵岩路6号,电话：021-58742434,
上海华氏大药房有限公司雷允上凌今药房,地址：上海市浦东新区凌兆路782号,电话：021-58494265,
上海华氏大药房有限公司雷允上药房金杨路店,地址：上海市浦东新区枣庄路644号,电话：021-50753366,
上海华氏大药房有限公司雷允上罗南店,地址：上海市宝山区南东路89弄,电话：021-66018858,
上海华氏大药房有限公司雷允上霍山药房,地址：上海市杨浦区霍山路785号,电话：021-65351880,
上海华氏大药房有限公司雷允上渌州药房,地址：上海市宝山区涵青路91号,电话：021-61073351,
上海华氏大药房有限公司雷允上颛新药店,地址：上海市闵行区颛兴路184号,电话：021-64426000,
上海华氏大药房有限公司雷允上江杨药房,地址：上海市宝山区江杨北路98号A2幢116室,电话：021-66220083,
上海华氏大药房有限公司雷允上海门路店,地址：上海市虹口区海门路东长治路口,电话：021-65450228,
上海华氏大药房有限公司雷允上龙茗药房,地址：上海市闵行区龙茗路948号615单元,电话：021-54160004,
上海华氏大药房有限公司雷允上赤峰路店,地址：上海市虹口区赤峰路358号,电话：021-65558990,
上海华氏大药房有限公司雷允上联谊大药房,地址：上海市宝山区江杨北路1639弄,电话：021-66045658,
上海华氏大药房有限公司雷允上运光店,地址：上海市虹口区巴林路40号,电话：021-55891910,
上海华氏大药房有限公司雷允上程家桥店,地址：上海市闵行区中春路7319号,电话：021-54221381,
上海华氏大药房有限公司雷允上腾冲路店,地址：上海市闵行区腾冲路27号,电话：021-64606800,
上海华氏大药房有限公司雷允上紫阳药店,地址：上海市徐汇区龙吴路2587号,电话：021-54822650,
上海华氏大药房有限公司雷允上颛华药房,地址：上海市闵行区光华路287号2单元108-109号,电话：021-64890359,
上海华氏大药房有限公司雷允上众缘药房,地址：上海市闵行区莘西南路388号,电话：021-64886896,
上海华氏大药房有限公司雷允上祥德路店,地址：上海市虹口区祥德路325号,电话：021-65085727,
上海华氏大药房有限公司雷允上康而惠药房,地址：上海市闵行区莘北路398弄14号,电话：021-54951436,
上海华氏大药房有限公司雷允上浦驰药房,地址：上海市闵行区浦驰路301号,电话：021-34505616,
上海华氏大药房有限公司雷允上曲阳店,地址：上海市虹口区赤峰路382号,电话：021-65544785,
上海华氏大药房有限公司雷允上明盛药房,地址：上海市闵行区中谊路786-788号,电话：021-54851673,
上海华氏大药房有限公司雷允上凉城店,地址：上海市虹口区车站南路418号,电话：021-65266920,
上海华氏大药房有限公司雷允上颛兴路店,地址：上海市闵行区颛兴路651号,电话：021-64427050,
上海华氏大药房有限公司雷允上葆华堂药店,地址：上海市虹口区临平路48号,电话：021-65377790,
上海华氏大药房有限公司雷允上华盛大药店,地址：上海市徐汇区龙吴路2412号-3,电话：021-34133585,
上海华氏大药房有限公司雷允上红都药房,地址：上海市闵行区虹梅南路2099弄10号,电话：021-64971623,
上海华氏大药房有限公司雷允上罗秀药店,地址：上海市徐汇区罗秀路1195号,电话：021-54286088,
上海华氏大药房有限公司雷允上菩乐药房,地址：上海市闵行区锦梅路698号,电话：021-64558671,
上海华氏大药房有限公司雷允上福佑药房,地址：上海市宝山区祁连山路1621弄90号,电话：021-62509057,
上海华氏大药房有限公司雷允上茗馨店,地址：上海市闵行区龙茗路1404号,电话：021-54167690,
上海华氏大药房有限公司雷允上新镇药房,地址：上海市闵行区青年路13-15号,电话：021-54861403,
上海华氏大药房有限公司雷允上广顺药房,地址：上海市长宁区广顺路86号,电话：021-62391108,
上海华氏大药房有限公司雷允上新港路店,地址：上海市虹口区新港路410号,电话：021-65214156,
上海华氏大药房有限公司雷允上赛医药房,地址：上海市闵行区航中路392号,电话：021-54499445,
上海华氏大药房有限公司雷允上白桦大药房,地址：上海市浦东新区白桦路230号,电话：021-33820716,
上海华氏大药房有限公司雷允上长春路店,地址：上海市虹口区长春路146号,电话：021-65870538,
上海华氏大药房有限公司雷允上联泰药房,地址：上海市宝山区共富路250号,电话：021-33707845,
上海华氏大药房有限公司雷允上闵航药房,地址：上海市闵行区航新路614号,电话：021-64216367,
上海华氏大药房有限公司雷允上岚灵药房,地址：上海市闸北区灵石路1503-1505号,电话：021-66116191,
上海华氏大药房有限公司雷允上春申店,地址：上海市闵行区虹梅南路1588号,电话：021-64972614,
上海华氏大药房有限公司雷允上春城店,地址：上海市闵行区莲花南路1188弄43号春城商业街47号,电话：021-54387041,
上海华氏大药房有限公司雷允上万缘药房,地址：上海市闵行区万源路382号,电话：021-34223751,
上海华氏大药房有限公司雷允上连丰药房,地址：上海市宝山区祁连山路2400号,电话：021-56133583,
上海华氏大药房有限公司雷允上闻喜路店,地址：上海市闸北区闻喜路308号,电话：021-56817802,
上海华氏大药房有限公司雷允上鹤林路店,地址：上海市宝山区鹤林路242-244号,电话：021-56155253,
上海华氏大药房有限公司雷允上甘福药房,地址：上海市长宁区甘溪路378号,电话：021-52205468,
上海华氏大药房有限公司雷允上华发路药店,地址：上海市徐汇区华发路47号,电话：021-61284863,
上海华氏大药房有限公司雷允上胶东药店,地址：上海市浦东新区胶东路260号,电话：021-50329300,
上海华氏大药房有限公司雷允上月罗路店,地址：上海市宝山区月罗路301号甲,电话：021-56921608,
上海华氏大药房有限公司雷允上第五医药商店,地址：上海市虹口区四川北路1303-1307号,电话：021-63242435,
上海华氏大药房有限公司雷允上政肃店,地址：上海市杨浦区政肃路60号,电话：021-65653342,
上海华氏大药房有限公司雷允上顾陈大药房,地址：上海市宝山区顾陈路1118号,电话：021-66045659,
上海华氏大药房有限公司雷允上大华店,地址：上海市宝山区南华苑路115号,电话：021-66341225,
上海华氏大药房有限公司雷允上尔益药房,地址：上海市闵行区航南路近航东路,电话：021-54540026,
上海华氏大药房有限公司雷允上绿园药店,地址：上海市浦东新区峨山路91号98弄1号楼,电话：021-50943958,
上海华氏大药房有限公司雷允上夏朵药房,地址：上海市闵行区华宁路1399弄6-8号,电话：021-51597145,
上海华氏大药房有限公司雷允上香雪海药店,地址：上海市浦东新区迎宾大道6000号,电话：021-68346659,
上海华氏大药房有限公司雷允上龙宜药房,地址：上海市闵行区龙茗路2846-2848号,电话：021-54786827,
上海华氏大药房有限公司雷允上刘行店,地址：上海市宝山区宝安公路1459号,电话：021-56028626,
上海华氏大药房有限公司雷允上安波药房,地址：上海市杨浦区安波路328号底楼,电话：021-55222770,
上海华氏大药房有限公司雷允上漕溪药店,地址：上海市徐汇区漕东路231号,电话：021-64866646,
上海华氏大药房有限公司雷允上沧源路店,地址：上海市闵行区沧源路625号,电话：021-54749998,
上海华氏大药房有限公司雷允上源和药房,地址：上海市闵行区古美西路94号,电话：021-54131946,
上海华氏大药房有限公司雷允上水电路店,地址：上海市虹口区水电路649号,电话：021-65314128,
上海华氏大药房有限公司雷允上欧盛店,地址：上海市黄浦区延安东路500号15楼,电话：021-64279202,
上海华氏大药房有限公司雷允上乳山路店,地址：上海市浦东新区乳山路145号,电话：021-58764337,
上海华氏大药房有限公司雷允上颛盛大药房,地址：上海市闵行区颛盛路419号,电话：021-64426300,
上海华氏大药房有限公司雷允上包佳药房,地址：上海市杨浦区包头南路111号,电话：021-65492438,
上海华氏大药房有限公司雷允上真北路店,地址：上海市普陀区真北路3777号90-91室,电话：021-66368753,
上海华氏大药房有限公司雷允上沪闵药房,地址：上海市闵行区沪闵路2352号-8-9,电话：021-64907901,
上海华氏大药房有限公司雷允上药房金桥路店,地址：上海市浦东新区平度路210号,电话：无,
上海华氏大药房有限公司雷允上健华店,地址：上海市杨浦区四平路2001号,电话：021-55679330,
上海华氏大药房有限公司雷允上药房东安路店,地址：上海市徐汇区东安路275号,电话：021-64040058,
上海华氏大药房有限公司雷允上四川北路店,地址：上海市虹口区四川北路987号,电话：021-63244644,
上海华氏大药房有限公司雷允上黄桦药房,地址：上海市闵行区黄桦路283-285号,电话：021-64491287,
上海华氏大药房有限公司雷允上药房四川北路店,地址：上海市虹口区四川北路1982号,电话：021-56660621,
上海华氏大药房有限公司雷允上药房南方商城店,地址：上海市闵行区沪闵路7388号家乐福3楼,电话：021-58548737,
上海华氏大药房有限公司雷允上药房长宁龙之梦店,地址：上海市长宁区长宁路1018号龙之梦购物中心B2楼B2006号铺,电话：021-61157493,
上海华氏大药房有限公司雷允上药房卢湾店,地址：上海市卢湾区丽园路1007号,电话：无,
上海华氏大药房有限公司雷允上药房河南中路店,地址：上海市黄浦区河南中路301号,电话：021-63229906,
上海华氏大药房有限公司雷允上黄河路店,地址：上海市黄浦区黄河路122号,电话：021-53750345,
上海华氏大药房有限公司雷允上药房南京西路店,地址：上海市静安区南京西路870号,电话：021-62726757,
上海华氏大药房有限公司雷允上景旗药房,地址：上海市普陀区怒江北路324号,电话：021-52651187,
上海华氏大药房有限公司雷允上药房莘庄店,地址：上海市闵行区沪闵路6088号龙之梦购物中心B2楼,电话：021-522626680,
上海华氏大药房有限公司雷允上七宝古镇药房,地址：上海市闵行区漕宝路3208号,电话：021-64789043,
上海华氏大药房有限公司雷允上久和药店,地址：上海市闵行区莘建东路444号,电话：021-64129086,
上海华氏大药房有限公司雷允上药房都市路店,地址：上海市闵行区都市路4954号1楼甲间,电话：021-64603067,
上海华氏大药房有限公司汶水店,地址：上海市闸北区汶水路886号,电话：021-56510879,
上海华氏大药房有限公司杨高中路店,地址：上海市浦东新区杨高中路2128号,电话：021-51329577,
上海华氏大药房有限公司临青店,地址：上海市杨浦区长阳路1750号,电话：021-55781708,
上海华氏大药房有限公司丰翔店,地址：上海市嘉定区南翔镇丰翔路3168号,电话：021-39926501,
上海华氏大药房有限公司大润发店,地址：上海市闸北区共和新路3318号,电话：021-66300717,
上海华氏大药房有限公司斜土店,地址：上海市徐汇区斜土路1995号,电话：021-64179909,
上海华氏大药房有限公司娄山关路店,地址：上海市长宁区天山路900号B2层A,电话：021-61242811,
上海华氏大药房有限公司锦川店,地址：上海市浦东新区川沙镇妙境路1118号206,电话：021-58379440,
上海华氏大药房有限公司水城南路店,地址：上海市长宁区水城南路268号,电话：021-62756235,
上海华氏大药房有限公司荣乐店,地址：上海市松江区荣乐中路552号,电话：021-57722453,
上海华氏大药房有限公司联家共江店,地址：上海市宝山区共江路1208号,电话：021-66209059,
上海华氏大药房有限公司上南店,地址：上海市浦东新区上南路3521号卜蜂莲花2楼,电话：021-68323156,
上海华氏大药房有限公司罗秀店,地址：上海市闵行区罗秀路1825号2幢,电话：021-54302305,
上海华氏大药房有限公司瑞虹店,地址：上海市虹口区临平路133弄14号地下一层,电话：021-61239960,
上海华氏大药房有限公司宝铭店,地址：上海市闵行区宝铭路8号,电话：021-54863918,
上海华氏大药房有限公司繁兴店,地址：上海市闵行区繁兴路399弄2号,电话：021-62217151,
上海华氏大药房有限公司水清店,地址：上海市闵行区水清路1390号2F北区,电话：021-54167522,
上海华氏大药房有限公司沈浦泾药房店,地址：上海市金山区朱泾镇沈浦泾路31号,电话：021-67229615,
上海华氏大药房有限公司肇嘉浜路店,地址：上海市徐汇区肇嘉浜路1000号,电话：021-64269175,
上海华氏大药房有限公司高科中路店,地址：上海市浦东新区高科中路2860号SHZJ217、218,电话：021-33833634,
上海华氏大药房有限公司保德店,地址：上海市闸北区保德路88号,电话：021-56883783,
上海华氏大药房有限公司浦建店,地址：上海市浦东新区杨高南路1126号卜蜂莲花一楼,电话：021-58758723,
上海华氏大药房有限公司华夏东路店,地址：上海市浦东新区华夏东路2239,电话：021-58926462,
上海华氏大药房有限公司七莘店,地址：上海市闵行区695号乐购二楼,电话：021-54950676,
上海华氏大药房有限公司沪南店,地址：上海市南汇区康桥镇秀沿路1032-1180号,电话：021-68196546,
上海华氏大药房有限公司锦绣路店,地址：上海市浦东新区锦绣路3218号一楼乐购商场,电话：021-58534115,
上海华氏大药房有限公司墨玉南路店,地址：上海嘉定安亭镇墨玉南路1099号大润发2层,电话：021-59571203,
上海华氏大药房有限公司牡丹江店,地址：上海市宝山区牡丹江路1258号,电话：021-66591513,
上海华氏大药房有限公司南桥店,地址：上海市奉贤区南奉公路8891号,电话：021-67181750,
上海华氏大药房有限公司陕西南路店,地址：上海市卢湾区肇嘉浜路128号卢湾乐购超市内,电话：021-64158266,
上海华氏大药房有限公司通州路店,地址：上海市虹口区通州路300号,电话：021-65038184,
上海华氏大药房有限公司军工店,地址：上海市杨浦区周家嘴路4295号,电话：021-65686187,
上海华氏大药房有限公司凯旋店,地址：上海市长宁区长宁路1018号B2025,电话：021-62101511,
上海华氏大药房有限公司西藏南路店,地址：上海市黄浦区西藏南路666号,电话：021-63452506,
上海华氏大药房有限公司惠南镇店,地址：上海市浦东新区惠南镇南门大街18号,电话：021-58020692,
上海华氏大药房有限公司浦兴店,地址：上海市浦东新区张扬北路801号5楼,电话：021-38688228,
上海华氏大药房有限公司博乐店,地址：上海市嘉定区博乐路99号,电话：021-59537426,
上海华氏大药房有限公司北区延新店,地址：上海市闸北区共和新路2303号,电话：021-56650506,
上海华氏大药房有限公司加枫店,地址：上海市浦东新区加枫路28号1层105室乙,电话：021-50345161,
上海华氏大药房有限公司北区永庆店,地址：上海市闸北区场中路3420号,电话：021-56516429,
上海华氏大药房有限公司黄金城道店,地址：上海市长宁区黄金城道743号101室,电话：021-62082901,
上海华氏大药房有限公司科技馆站店,地址：上海市浦东新区锦绣路1070号KJ-002商铺,电话：021-50758751,
上海华氏大药房有限公司碧云店,地址：上海市浦东新区蓝天路600号1D3,电话：021-38983894,
上海华氏大药房有限公司图们店,地址：上海市杨浦区图们路13号,电话：021-55623317,
上海华氏大药房有限公司北区同泰店,地址：上海市闸北区中华新路587号,电话：021-56325485,
上海华氏大药房有限公司紫薇店,地址：上海市浦东新区浦东紫薇路187弄38号,电话：021-58554972,
上海华氏大药房有限公司鼓浪店,地址：上海市松江区泗泾镇鼓浪路131-133号,电话：021-57621440,
上海华氏大药房有限公司祥凝浜店,地址：上海市青浦区祥凝浜路735号,电话：021-59243433,
上海华氏大药房有限公司北区万象店,地址：上海市闸北区虬江路1469号,电话：021-56622975,
上海华氏大药房有限公司静安店,地址：上海市静安区愚园路232号,电话：021-62480577,
上海华氏大药房有限公司北区西藏北路店,地址：上海市闸北区西藏北路874号,电话：021-56628041,
上海华氏大药房有限公司沁春店,地址：上海市闵行区沁春路1052号,电话：021-54954047,
上海华氏大药房有限公司北区中兴店,地址：上海市闸北区中兴路1267号,电话：021-56693026,
上海华氏大药房有限公司沪北店,地址：上海市宝山区虎林路231-4号,电话：021-56999719,
上海华氏大药房有限公司延东店,地址：上海市黄浦区延安东路9号,电话：021-63303110,
上海华氏大药房有限公司北区同康店,地址：上海市闸北区临汾路1246号,电话：021-56409135,
上海华氏大药房有限公司金山店,地址：上海市金山区石化街道象州路193号,电话：021-57952253,
上海华氏大药房有限公司共江店,地址：上海市宝山区共江路193号,电话：021-66213340,
上海华氏大药房有限公司南大店,地址：上海市宝山区南大路120号,电话：021-56687400,
上海华氏大药房有限公司新松江店,地址：上海市松江区新松江路935号乐购3楼,电话：021-37668139,
上海华氏大药房有限公司荣乐中路店,地址：上海市松江区荣乐中路8号易初莲花超市内,电话：021-57703706,
上海华氏大药房有限公司中医药店,地址：上海市徐汇区百色路867号,电话：021-54282323,
上海华氏大药房有限公司番愚店,地址：上海市徐汇区番禺路858号-1临,电话：021-34241903,
上海华氏大药房有限公司宜山店,地址：上海市徐汇区桂林路509号,电话：021-64755748,
上海华氏大药房有限公司零陵店,地址：上海市徐汇区零陵路84号,电话：021-64164470,
上海华氏大药房有限公司由由店,地址：上海市浦东新区锦安东路112号,电话：021-20220192,
上海华氏大药房有限公司龙吟店,地址：上海市徐汇区龙吟路3号,电话：021-54719687,
上海华氏大药房有限公司天山店,地址：上海市长宁区天山路210号,电话：021-62292232,
上海华氏大药房有限公司华展店,地址：上海市徐汇区华展路87号,电话：021-54821273,
上海华氏大药房有限公司虹梅店,地址：上海市徐汇区沪闵路8075号虹梅商厦一楼,电话：021-54209935,
上海华氏大药房有限公司华泾店,地址：上海市徐汇区建华路101号,电话：021-64962749,
