吉林省中东健康万家医药连锁有限公司开工店,地址：吉林省长春市朝阳区开运街开工胡同内，南街超市边,电话：0431-85943411,
吉林省益和大药房有限公司兴业街分店,地址：吉林省长春市宽城区铁北二路与亚泰大街交汇处,电话：0431-86147634,
吉林省益和大药房有限公司华正分店,地址：吉林省长春市宽城区火车站春铁大厦对面,电话：0431-86099970,
吉林省益和大药房有限公司西广超市分店,地址：吉林省长春市宽城区西广小区北8号楼,电话：0431-86111590,
吉林省益和大药房有限公司世纪广场分店,地址：吉林省长春市宽城区凯旋路以东铁北二路以南1-4幢110号门市,电话：无,
吉林省益和大药房有限公司上台新村分店,地址：吉林省长春市宽城区上台新村长新街2331号,电话：0431-86093413,
吉林省益和大药房有限公司富民花园分店,地址：吉林省长春市二道区远达大街与乾安路交汇处,电话：0431-84713358,
吉林省益和大药房有限公司黑水路分店,地址：吉林省长春市宽城区黑水路东二条综合楼（太平洋大厦）4#商业（栋）108号房,电话：0431-86032282,
吉林省益和大药房有限公司西广场分店,地址：吉林省长春市宽城区西广小区9号楼,电话：0431-86115076,
吉林省益和大药房有限公司华大天朗分店,地址：吉林省长春市宽城区小南街,电话：0431-89158422,
吉林省益和大药房有限公司乾安路分店,地址：吉林省长春市二道区鲁辉国际城5区A2栋104门市（鲁辉国际城南门东行100米）,电话：无,
吉林省益和大药房有限公司东新路分店,地址：吉林省长春市二道区东新路以南和顺街以东阜丰路以北通安小区二期二号101号门市,电话：0431-84964577,
吉林省益和大药房有限公司人民大街分店,地址：吉林省长春市宽城区人民大街邮政银行对面,电话：0431-82707522,
吉林省益和大药房有限公司春铁新城分店,地址：吉林省长春市宽城区天光路与九台路交汇处,电话：0431-81035307,
吉林省益和大药房有限公司五月花苑分店,地址：吉林省长春市宽城区亚泰大街1899号耀江五月花20-3,电话：0431-82912702,
吉林省益和大药房有限公司十委分店,地址：吉林省长春市二道区东站十委市场旁,电话：0431-84955651,
吉林省益和大药房有限公司长白路原万龙第五城分店,地址：吉林省长春市宽城区长白路黑水路对面,电话：0431-86111356,
吉林省益和大药房有限公司滨河小区原北奇星河湾分店,地址：吉林省长春市南关区临河街与东新路交汇处,电话：0431-89170578,
吉林省益和大药房有限公司吉盛小区分店,地址：吉林省长春市二道区吉盛小区2-22栋,电话：1350431-0302,
吉林省益和大药房有限公司东城名郡分店,地址：吉林省长春市二道区荣光路以南临河街以东，东城名郡二期2栋104房,电话：无,
吉林省益和大药房有限公司汉森金烁广场分店,地址：吉林省长春市二道区吉林大路汉森金烁广场11号楼103门市,电话：0431-84837360,
吉林省益和大药房有限公司裕民路分店,地址：吉林省长春市二道区裕民路金昆大镇108号,电话：0431-84740622,
吉林省益和大药房有限公司临河风景分店,地址：吉林省长春市经济开发区临河风景小区6号门,电话：无,
吉林省益和大药房有限公司岭东路分店,地址：吉林省长春市二道区岭东路热电四区7号12门,电话：0431-84637658,
吉林省益和大药房有限公司二道国贸分店,地址：吉林省长春市二道区吉林大路2078号吉盛小区亚泰广场,电话：0431-84910268,
吉林省益和大药房有限公司东方万达城分店,地址：吉林省长春市二道区东方万达城小区,电话：0431-81071251,
吉林省益和大药房有限公司富奥分店,地址：吉林省长春市经济技术开发区富奥D区世光路1475号,电话：0431-88640010,
吉林省益和大药房有限公司吉大医院分院分店,地址：吉林省长春市二道区乐群街吉大医院侧面,电话：无,
吉林省益和大药房有限公司中铁十三局分店,地址：吉林省长春市二道区东环路与公平路交汇处121号,电话：0431-86163970,
吉林省益和大药房有限公司长百重庆路分店,地址：吉林省长春市朝阳区重庆路953号,电话：0431-88927585,
吉林省益和大药房有限公司彩云街分店,地址：吉林省长春市南关区彩云街20号,电话：无,
吉林省益和大药房有限公司园丁二分店,地址：吉林省长春市经济技术开发区临河街与世荣路交汇,电话：0431-86455405,
吉林省益和大药房有限公司重庆医院分店,地址：吉林省长春市朝阳区红光胡同8号楼103门市,电话：0431-88989865,
吉林省益和大药房有限公司东方之珠分店,地址：吉林省长春市经济技术开发区东方之珠小区91栋103号门市,电话：无,
吉林省益和大药房有限公司净苑小区分店,地址：吉林省长春市净月开发区净苑小区24栋,电话：0431-84520500,
吉林省益和大药房有限公司紫盈花城分店,地址：吉林省长春市二道区东盛大街1000号,电话：0431-86108769,
吉林省益和大药房有限公司万通分店,地址：吉林省长春市二道区万通花园富华院B1-3号楼,电话：无,
吉林省益和大药房有限公司大学城分店,地址：吉林省长春市经济技术开发区净月大街与博硕路交汇处,电话：0431-86714858,
吉林省益和大药房有限公司天地十二坊分店,地址：吉林省长春市经开五小区31-32栋,电话：无,
吉林省益和大药房有限公司馨园小区分店,地址：吉林省长春市净月开发区新园小区11栋1-8东边门市,电话：0431-86713639,
吉林省益和大药房有限公司义和路分店,地址：吉林省长春市朝阳区义和路1号,电话：0431-85631596,
吉林省益和大药房有限公司临河街分店,地址：吉林省长春市经济技术开发区经开四区1号,电话：无,
吉林省益和大药房有限公司园丁分店,地址：吉林省长春市经济技术开发区园丁花园二期，世光路1116号,电话：0431-86755404,
吉林省益和大药房有限公司经开五区分店,地址：吉林省长春市经济技术开发区经开五区50栋,电话：0431-84689722,
吉林省益和大药房有限公司剑桥园分店,地址：吉林省长春市高新区剑桥园9栋101,电话：无,
吉林省益和大药房有限公司建政路分店,地址：吉林省长春市朝阳区建政路18号,电话：0431-88988740,
吉林省益和大药房有限公司汇景新城分店,地址：吉林省长春市南关区人民大街西街,警官公寓对面,电话：无,
吉林省益和大药房有限公司电台街分店,地址：吉林省长春市高新区电台街611号宜家7080小区第十栋4单元113号,电话：无,
吉林省益和大药房有限公司卫星路分店,地址：吉林省长春市南关区卫星路5908号长春明珠小区D3栋1102号,电话：0431-85350307,
吉林省益和大药房有限公司大药房永安街连锁店,地址：吉林省长春市朝阳区北安路与永安街交汇处北安路1048号,电话：无,
吉林省益和大药房有限公司文化广场分店,地址：吉林省长春市朝阳区解放大路与云鹤街交汇,电话：0431-88546560,
吉林省益和大药房有限公司同光路分店,地址：吉林省长春市朝阳区同光路22-2,电话：0431-85642061,
吉林省益和大药房有限公司宽平大路分店,地址：吉林省长春市朝阳区红旗街54号,电话：0431-85959810,
吉林省益和大药房有限公司前进大街分店,地址：吉林省长春市朝阳区前进大街与繁荣路交汇繁荣小区,电话：无,
吉林省益和大药房有限公司湖波路分店,地址：吉林省长春市朝阳区湖波路8号103室,电话：0431-85335253,
吉林省益和大药房有限公司南湖分店,地址：吉林省长春市朝阳区南湖大路1号,电话：无,
吉林省益和大药房有限公司虎林路分店,地址：吉林省长春市朝阳区和光路与虎林路交汇处,电话：0431-85638455,
吉林省益和大药房有限公司长春大学分店,地址：吉林省长春市南关区幸福街420号,电话：0431-85390036,
吉林省益和大药房有限公司大药房儿童医院第二连锁店,地址：吉林省长春市朝阳区,电话：180431-67553,
吉林省益和大药房有限公司湖光路分店,地址：吉林省长春市朝阳区湖光路与前进西街交汇,电话：0431-85537746,
吉林省益和大药房有限公司红旗嘉园分店,地址：吉林省长春市朝阳区佳园路红旗家园小区C16-108室,电话：0431-85765503,
吉林省益和大药房有限公司佳园路分店,地址：吉林省长春市高新区佳园路与华光街交会,电话：无,
吉林省益和大药房有限公司南郡水云天分店,地址：吉林省长春市朝阳区湖西路与建昌街交汇,电话：1530431-0167,
吉林省益和大药房有限公司安达街分店,地址：吉林省长春市朝阳区安达街人才市场对面,电话：0431-86038147,
吉林省益和大药房有限公司红旗二分店,地址：吉林省长春市朝阳区红旗街和光胡同红旗商城对面,电话：0431-85608481,
吉林大药房药业股份有限公司上海路连锁店,地址：吉林省长春市南关区上海路与光复路交汇处,电话：0431-85075905,
吉林大药房药业股份有限公司火车站连锁店,地址：吉林省长春市宽城区辽宁路268号,电话：0431-82725539,
吉林大药房药业股份有限公司遵义路连锁店,地址：吉林省吉林市龙潭区吉林市龙潭区遵义东路71-23号,电话：0432-65123194,
吉林大药房药业股份有限公司东盛大街连锁店,地址：吉林省长春市二道区东盛大街与岭东路交汇左岸上场一楼,电话：0431-81912621,
吉林大药房药业股份有限公司公安小区连锁店,地址：吉林省吉林市昌邑区吉林市昌邑区欣昌街公安小区南3楼栋门市一层,电话：0432-65123187,
吉林大药房药业股份有限公司长江街连锁店,地址：吉林省吉林市高新区长江街光明小区7号楼1-2号,电话：无,
吉林大药房药业股份有限公司东兰路连锁店,地址：吉林省吉林市昌邑区东兰路火蜻蜓超市斜对面,电话：无,
吉林大药房药业股份有限公司珲春街连锁店,地址：吉林省吉林市船营区解放大路与珲春街交汇处,电话：无,
吉林大药房药业股份有限公司解放西路连锁店,地址：吉林省吉林市船营区解放西路乐园小区综合楼7号,电话：无,
吉林大药房药业股份有限公司北园市场连锁店,地址：吉林省吉林市龙潭区北园市场与汉阳街交汇处,电话：0432-65127949,
吉林大药房药业股份有限公司天津街连锁店,地址：吉林省吉林市昌邑区吉林市昌邑区天津街新华影院斜对面,电话：0432-65123539,
吉林大药房药业股份有限公司恒山西路连锁店,地址：吉林省吉林市高新区科贸商城一区,电话：无,
吉林大药房药业股份有限公司烽火连锁店,地址：吉林省吉林市丰满区送配电住宅小区9号楼3号,电话：无,
吉林大药房药业股份有限公司亚泰欣城连锁店,地址：吉林省吉林市昌邑区吉林市昌邑区亚泰欣城11号楼1108号,电话：0432-66081866,
吉林大药房药业股份有限公司玉山路连锁店,地址：吉林省吉林市丰满区玉山路与长江街交汇处,电话：无,
吉林大药房药业股份有限公司北京路连锁店,地址：吉林省吉林市船营区北京路4-18号,电话：无,
吉林大药房药业股份有限公司东方万达城连锁店,地址：吉林省长春市经开区会展大街与珠海路交汇处,电话：0431-85075952,
吉林大药房药业股份有限公司通江路连锁店,地址：吉林省吉林市昌邑区昌邑区四川路7-9,电话：0432-65123192,
吉林大药房药业股份有限公司长春路连锁店,地址：吉林省吉林市船营区临江小区9号楼1号,电话：无,
吉林大药房药业股份有限公司朝阳街连锁店,地址：吉林省吉林市船营区朝阳街与解放西路,电话：无,
吉林大药房药业股份有限公司经开四区连锁店,地址：吉林省长春市经济技术开发区经开四区西门,电话：0431-85075140,
吉林大药房药业股份有限公司延安路连锁店,地址：吉林省吉林市昌邑区延安路与中兴街交汇处,电话：无,
吉林大药房药业股份有限公司吉林重庆路连锁店,地址：吉林省吉林市昌邑区重庆路大润发超市对面,电话：无,
吉林大药房药业股份有限公司伊利花园连锁店,地址：吉林省长春市朝阳区同志街与隆礼路交汇处,电话：0431-85075047,
吉林大药房药业股份有限公司阳光华尔兹连锁店,地址：吉林省长春市二道区公平路与乐群街交汇,电话：无,
吉林大药房药业股份有限公司吉林大同路连锁店,地址：吉林省吉林市龙潭区清源街与滨江北路交汇处,电话：0432-85075047,
吉林大药房药业股份有限公司吉林新发街连锁店,地址：吉林省吉林市昌邑区吉林市昌邑区通江路吉炭小区19栋3号,电话：无,
吉林大药房药业股份有限公司青岛街连锁店,地址：吉林省吉林市船营区青岛街旭日10号楼7号,电话：无,
吉林大药房药业股份有限公司北方连锁店,地址：吉林省长春市二道自由大路与金洲街交会,电话：0431-85075095,
吉林大药房药业股份有限公司汉阳街连锁店,地址：吉林省吉林市龙潭区汉阳街与郑州路交汇处,电话：0432-66597311,
吉林大药房药业股份有限公司财富广场连锁店,地址：吉林省吉林市昌邑区昌邑区重庆路1367号2层商店街E-09号,电话：无,
吉林大药房药业股份有限公司三亚路连锁店,地址：吉林省吉林市高新区厦门街44号楼12号,电话：无,
吉林大药房药业股份有限公司福安街连锁店,地址：吉林省长春市二道区福安街与兴隆路交汇处,电话：0431-85075168,
吉林大药房药业股份有限公司太原街连锁店,地址：吉林省吉林市昌邑区东市场汇龙商场12、13号,电话：无,
吉林大药房药业股份有限公司光华路连锁店,地址：吉林省吉林市船营区光华路与南京街交汇处,电话：无,
吉林大药房药业股份有限公司浦东明珠连锁店,地址：吉林省长春市经开区浦东路与临河街交汇处,电话：无,
吉林大药房药业股份有限公司昆明街连锁店,地址：吉林省吉林市船营区光华路与昆明街交汇处,电话：0432-65127425,
吉林大药房药业股份有限公司经纬南路连锁店,地址：吉林省长春市二道经纬南路与民丰街交汇处,电话：无,
吉林大药房药业股份有限公司临河风景连锁店,地址：吉林省长春市经开区金川街与珠海路交汇处,电话：0431-85075148,
吉林大药房药业股份有限公司世光路连锁店,地址：吉林省长春市净月彩宇大街与世光路交汇处,电话：0431-85075143,
吉林大药房药业股份有限公司经开七区连锁店,地址：吉林省长春市经济开发区经开七区36栋门市,电话：0431-85076372,
吉林大药房药业股份有限公司蓝天花园连锁店,地址：吉林省长春市绿园区西安大路与2800-1号,电话：无,
吉林大药房药业股份有限公司自由大路连锁店,地址：吉林省长春市二道区自由大路与东环路交汇处,电话：无,
吉林大药房药业股份有限公司乐园路连锁店,地址：吉林省长春市绿园区乐园路与延寿街交汇处,电话：0431-85075978,
吉林大药房药业股份有限公司平治连锁店,地址：吉林省长春市南关区平阳街881号,电话：0431-85075155,
吉林大药房药业股份有限公司北海路连锁店,地址：吉林省长春市经开区北海路与金川街交汇处,电话：0431-85075146,
吉林大药房药业股份有限公司西安大路连锁店,地址：吉林省长春市绿园区西安大路4693号,电话：0431-85075138,
吉林大药房药业股份有限公司东岭北街连锁店,地址：吉林省长春市南关区自由大路与东岭北街交汇处,电话：0431-85075073,
吉林大药房药业股份有限公司牡丹街连锁店,地址：吉林省长春市朝阳区牡丹街与同光路交汇处,电话：0431-85075070,
吉林大药房药业股份有限公司临河街连锁店,地址：吉林省长春市经济技术开发区临河街与珠海路交汇处,电话：0431-85076327,
吉林大药房药业股份有限公司榆树南街连锁店,地址：吉林省长春市宽城区宽城区柳影路1567号,电话：0431-85076621,
吉林大药房药业股份有限公司汽二区连锁店,地址：吉林省长春市西新区锦程大街于飞跃路交汇处,电话：0431-85759027,
吉林大药房药业股份有限公司新疆街连锁店,地址：吉林省长春市朝阳区新疆街与同光路交汇处,电话：0431-85075062,
吉林大药房药业股份有限公司同志街连锁店,地址：吉林省长春市朝阳区同志街与隆礼路交汇处,电话：0431-85075047,
吉林大药房药业股份有限公司天嘉连锁店,地址：吉林省长春市绿园区新竹路与基隆街交汇处,电话：无,
吉林大药房药业股份有限公司柳影路连锁店,地址：吉林省长春市宽城区宽城区农安南街万龙第五城第2栋107号,电话：0431-85076323,
吉林大药房药业股份有限公司45街区连锁店,地址：吉林省长春市汽车产业开发区西新区杨柳大街与革新路交汇处,电话：0431-85128858,
吉林大药房药业股份有限公司四分局连锁店,地址：吉林省长春市朝阳区同志街与解放大路交汇处,电话：0431-85075150,
吉林大药房药业股份有限公司新奥蓝城连锁店,地址：吉林省长春市绿园区南阳路新奥蓝城小区,电话：0431-85075936,
吉林大药房药业股份有限公司客车厂连锁店,地址：吉林省长春市绿园区春阳街33-1号,电话：0431-85075119,
吉林大药房药业股份有限公司新竹路连锁店,地址：吉林省长春市绿园区青年路与新竹路交汇处,电话：0431-81912506,
吉林大药房药业股份有限公司越野路连锁店,地址：吉林省长春市汽车产业开发区绿园区越野路天茂城中央3栋102室,电话：0431-85075939,
吉林大药房药业股份有限公司磐石路连锁店,地址：吉林省长春市南关区磐石路与亚泰大街交汇处,电话：0431-85076360,
吉林大药房药业股份有限公司西郊路连锁店,地址：吉林省长春市绿园区皓月大路与和平大街交汇处,电话：0431-85075139,
吉林大药房药业股份有限公司湘潭街连锁店,地址：吉林省吉林市龙潭区湘潭街东方新村5号楼8号,电话：0432-65123182,
吉林大药房药业股份有限公司万龙北斗星城连锁店,地址：吉林省长春市宽城区农安南街以西扶余路以北,电话：0431-81912637,
吉林大药房药业股份有限公司长纺连锁店,地址：吉林省长春市绿园区春城大街与创业大街交汇处,电话：0431-85075926,
吉林大药房药业股份有限公司百汇街连锁店,地址：吉林省长春市朝阳区百汇街惠民路交汇处,电话：0431-85075958,
吉林大药房药业股份有限公司文明路连锁店,地址：吉林省长春市汽车产业开发区文明路与锦城大街交汇处,电话：0431-81912693,
吉林大药房药业股份有限公司东田青年城连锁店,地址：吉林省长春市宽城区柳影路与扶余路交汇处,电话：0431-85076625,
吉林大药房药业股份有限公司青林路连锁店,地址：吉林省长春市绿园区青年路与青林路交汇处,电话：无,
吉林大药房药业股份有限公司桂林路连锁店,地址：吉林省长春市朝阳区同志街与桂林路交汇处,电话：0431-85075048,
吉林大药房药业股份有限公司景阳广场连锁店,地址：吉林省长春市绿园区景阳广场南行200米处,电话：无,
吉林大药房药业股份有限公司日新路连锁店,地址：吉林省长春市汽车厂区东风大街与日新路交汇238栋,电话：0431-85075931,
吉林大药房药业股份有限公司柳影家园连锁店,地址：吉林省长春市宽城区扶余路与榆树南街交汇处,电话：无,
吉林大药房药业股份有限公司春城大街连锁店,地址：吉林省长春市绿园区春城大街与西安大路交汇处,电话：0431-85075137,
吉林大药房药业股份有限公司南岭连锁店,地址：吉林省长春市南关区亚泰大街6358号,电话：0431-85075945,
吉林大药房药业股份有限公司迎春路连锁店,地址：吉林省长春市汽车产业开发区迎春路与昆仑二路交汇处,电话：无,
吉林大药房药业股份有限公司融和嘉苑连锁店,地址：吉林省长春市绿园区景阳大路与万福街交汇处,电话：0431-81912509,
吉林大药房药业股份有限公司新月小区连锁店,地址：吉林省长春市宽城区青年路与新月东路交汇处,电话：0431-85076310,
吉林大药房药业股份有限公司东岭南街连锁店,地址：吉林省长春市南关区东岭南街卉香花园,电话：0431-85075946,
吉林大药房药业股份有限公司曙光路连锁店,地址：吉林省长春市南关区曙光路与岳阳街交汇处,电话：0431-85075158,
吉林大药房药业股份有限公司丰和日丽连锁店,地址：吉林省长春市绿园区皓月大路与西环城交汇处,电话：0431-85075963,
吉林大药房药业股份有限公司锦江二区连锁店,地址：吉林省长春市绿园区春城大街与锦江路交汇处,电话：0431-85075983,
吉林大药房药业股份有限公司上海绿地连锁店,地址：吉林省长春市绿园区西环城路7255号,电话：0431-8507975,
吉林大药房药业股份有限公司三站连锁店,地址：吉林省长春市汽车产业开发区东风大街1199号,电话：0431-85075923,
吉林大药房药业股份有限公司钻石城连锁店,地址：吉林省长春市二道区乐群街1733号,电话：0431-85075169,
吉林大药房药业股份有限公司公平路连锁店,地址：吉林省长春市二道区二道区民丰大街民丰家园4栋101号,电话：0431-85075350,
吉林大药房药业股份有限公司泉眼连锁店,地址：吉林省长春市二道区长春市二道区泉眼镇街道商贸中心门市204号,电话：0431-85076358,
吉林大药房药业股份有限公司安乐路连锁店,地址：吉林省长春市二道区福安街与安乐路交汇处,电话：0431-85076629,
吉林大药房药业股份有限公司万宝胡同连锁店,地址：吉林省长春市朝阳区万宝街与西朝阳路交汇处,电话：0431-85076313,
吉林大药房药业股份有限公司万通连锁店,地址：吉林省长春市二道区民丰大街与岭东路交汇处,电话：0431-85075163,
吉林大药房药业股份有限公司松苑名邸连锁店,地址：吉林省长春市经开区岭东路与东环城路交汇处,电话：无,
吉林大药房药业股份有限公司东朝阳连锁店,地址：吉林省长春市朝阳区同志街与东朝阳路交汇处,电话：0431-85075918,
吉林大药房药业股份有限公司锦水路连锁店,地址：吉林省长春市朝阳区同志街5号,电话：0431-81912625,
吉林大药房药业股份有限公司劝农连锁店,地址：吉林省长春市二道区二道区劝农山镇街道,电话：0431-85076373,
吉林大药房药业股份有限公司杏花苑连锁店,地址：吉林省长春市二道区安乐路与东盛大街交汇,电话：0431-85075352,
吉林大药房药业股份有限公司同建小区连锁店,地址：吉林省长春市朝阳区同志街与建政路交汇处,电话：0431-81912682,
吉林大药房药业股份有限公司永安桥连锁店,地址：吉林省长春市南关解放大路与大经路交汇处,电话：0431-85075942,
吉林大药房药业股份有限公司东方之珠连锁店,地址：吉林省长春市二道区岭东路与东环城路交汇处,电话：0431-85075167,
吉林大药房药业股份有限公司紫盈花园连锁店,地址：吉林省长春市二道区荣光路紫盈花园1期15栋12号门市,电话：无,
吉林大药房药业股份有限公司乐东连锁店,地址：吉林省长春市经开区乐东新区2号楼140号,电话：0431-85075162,
吉林大药房药业股份有限公司乐群街连锁店,地址：吉林省长春市二道区东环城路与公平路交汇处,电话：0431-85075165,
吉林大药房药业股份有限公司清河坊连锁店,地址：吉林省长春市南关区平泉路与永吉街交汇处,电话：0431-81912559,
吉林大药房药业股份有限公司至善路连锁店,地址：吉林省长春市南关区至善路与珲春街交汇处,电话：0431-85075156,
吉林大药房药业股份有限公司桃花苑连锁店,地址：吉林省长春市二道区民丰街与吉林大路交汇处,电话：0431-85075352,
吉林大药房药业股份有限公司武汉路连锁店,地址：吉林省长春市经济开发区武汉路与长吉南线交汇处,电话：0431-81912653,
吉林大药房药业股份有限公司安达街连锁店,地址：吉林省长春市朝阳区安达街与新华路交汇,电话：0431-85075157,
吉林大药房药业股份有限公司青怡坊连锁店,地址：吉林省长春市南关区通化路与永吉街交汇处,电话：0431-85075948,
吉林大药房药业股份有限公司解放大路连锁店,地址：吉林省长春市南关区解放大路与吉顺街交汇,电话：0431-85075160,
吉林大药房药业股份有限公司康平街连锁店,地址：吉林省长春市朝阳区康平街与西安大路交汇处,电话：0431-85075149,
吉林大药房药业股份有限公司建政路连锁店,地址：吉林省长春市朝阳区东民主大街与建政路交汇处,电话：0431-81912662,
吉林大药房药业股份有限公司长春明珠连锁店,地址：吉林省长春市南关区卫星路与人民大街交汇处,电话：0431-85331507,
吉林大药房药业股份有限公司中海水岸春城连锁店,地址：吉林省长春市净月区临河街与世荣路交汇处,电话：0431-85912591,
吉林大药房药业股份有限公司卫光街连锁店,地址：吉林省长春市朝阳区卫光街与繁荣路交汇处,电话：0431-85076356,
吉林大药房药业股份有限公司威尼斯连锁店,地址：吉林省长春市朝阳区繁荣路1111号,电话：0431-85076032,
吉林大药房药业股份有限公司富奥连锁店,地址：吉林省长春市净月开发区彩宇大街与世光路交汇处,电话：0431-85075141,
吉林大药房药业股份有限公司新城大街连锁店,地址：吉林省长春市净月区净月区新城大街2888号,电话：0431-81912696,
吉林大药房药业股份有限公司华大天朗连锁店,地址：吉林省长春市宽城区小南街道口,电话：0431-81912632,
吉林大药房药业股份有限公司园丁花园连锁店,地址：吉林省长春市净月区临河街6966号,电话：0431-85076325,
吉林大药房药业股份有限公司博硕路连锁店,地址：吉林省长春市净月区永安场一号楼102室,电话：无,
吉林大药房药业股份有限公司扶贫市场连锁店,地址：吉林省长春市宽城区长新街20号,电话：0431-85076322,
吉林大药房药业股份有限公司温馨花园连锁店,地址：吉林省长春市宽城区北亚泰大街与天光路交汇处,电话：0431-81912615,
吉林大药房药业股份有限公司卫星路连锁店,地址：吉林省长春市南关区长春市南关区幸福街21号,电话：0431-85076022,
吉林大药房药业股份有限公司健民街连锁店,地址：吉林省长春市南关区我的家园38号楼,电话：0431-85075147,
吉林大药房药业股份有限公司银湖柳苑连锁店,地址：吉林省长春市净月开发区临河街与世荣路交汇处,电话：0431-85075145,
吉林大药房药业股份有限公司凯旋路连锁店,地址：吉林省长春市宽城区凯旋路与长新街交汇处,电话：0431-85075083,
吉林大药房药业股份有限公司兴业街连锁店,地址：吉林省长春市宽城区北亚泰大街与一匡街交汇处,电话：0431-85076311,
吉林大药房药业股份有限公司钻石礼都连锁店,地址：吉林省长春市宽城区一匡街与北亚泰大街交汇处,电话：0431-81912635,
吉林大药房药业股份有限公司美印雅苑连锁店,地址：吉林省长春市宽城区东天光路与利国街交汇处,电话：0431-85076321,
吉林大药房药业股份有限公司泰山路连锁店,地址：吉林省长春市经开区萧山街与泰山路交汇处,电话：0431-85076328,
吉林大药房药业股份有限公司长大连锁店,地址：吉林省长春市南关区南关区新城小区1栋11门,电话：0431-85076020,
吉林大药房药业股份有限公司宽府路连锁店,地址：吉林省长春市宽城区北亚泰大街与宽府路交汇处,电话：无,
吉林大药房药业股份有限公司繁荣路连锁店,地址：吉林省长春市南关区繁荣路与亚泰大街交汇处,电话：0431-85300759,
吉林大药房药业股份有限公司九台路连锁店,地址：吉林省长春市宽城区一匡街与九台路交汇处,电话：无,
吉林大药房药业股份有限公司凯旋花园连锁店,地址：吉林省长春市宽城区凯旋路46号,电话：无,
吉林大药房药业股份有限公司一匡街连锁店,地址：吉林省长春市宽城区康泰花园二道沟街,电话：0431-85076317,
吉林大药房药业股份有限公司北亚泰大街连锁店,地址：吉林省长春市宽城区北亚泰大街与长新街交汇,电话：0431-85076320,
吉林大药房药业股份有限公司育新连锁店,地址：吉林省长春市宽城区亚泰大街与黑水路交汇处,电话：0431-85075112,
吉林大药房药业股份有限公司铁北二路连锁店,地址：吉林省长春市宽城区亚泰大街与铁北二路交汇处,电话：0431-85076265,
吉林大药房药业股份有限公司光谷大街连锁店,地址：吉林省长春市朝阳区湖光路与电台街交汇春铁金郡湾50号楼06号,电话：0431-81913319,
吉林大药房药业股份有限公司团山小区连锁店,地址：吉林省长春市宽城区团山小区,电话：0431-81912684,
吉林大药房药业股份有限公司剑桥园连锁店,地址：吉林省长春市高新区高新开发区剑桥园小区10栋119,电话：0431-81912697,
吉林大药房药业股份有限公司星宇小区连锁店,地址：吉林省长春市绿园区西安大路与翔运街交汇555号,电话：0431-81912672,
吉林大药房药业股份有限公司前进大街连锁店,地址：吉林省长春市朝阳区前进大街与湖光路交汇处,电话：0431-85075996,
吉林大药房药业股份有限公司修正路连锁店,地址：吉林省长春市高新区前进大街与修正路交汇处,电话：0431-85076218,
吉林大药房药业股份有限公司朝阳桥连锁店,地址：吉林省长春市绿园区皓月大路与翔运街交汇处,电话：0431-85075136,
吉林大药房药业股份有限公司大通连锁店,地址：吉林省长春市朝阳区繁荣路与南湖新村中街交汇处,电话：0431-85076009,
吉林大药房药业股份有限公司名仕花园连锁店,地址：吉林省长春市朝阳区朝阳区西开运街车城名仕花园二期,电话：0431-85075937,
吉林大药房药业股份有限公司春城皓月连锁店,地址：吉林省长春市绿园区春城大街与皓月大路交汇处,电话：无,
吉林大药房药业股份有限公司文庭雅苑连锁店,地址：吉林省长春市朝阳区繁荣路与前进大街交汇处,电话：0431-85076077,
吉林大药房药业股份有限公司春城锦江连锁店,地址：吉林省长春市绿园区春城大街与景阳大路交汇处,电话：0431-81912610,
吉林大药房药业股份有限公司翔运街连锁店,地址：吉林省长春市绿园区绿园区翔运街1368号,电话：0431-85075117,
吉林大药房药业股份有限公司南湖新村连锁店,地址：吉林省长春市朝阳区南湖新村与南湖大路交汇处,电话：0431-85076005,
吉林大药房药业股份有限公司泰来街连锁店,地址：吉林省长春市绿园区长春市绿园区泰来街金泰家园9栋3单元,电话：0431-81912661,
吉林大药房药业股份有限公司德惠路连锁店,地址：吉林省长春市朝阳区德惠路与清河街交汇处,电话：0431-85075957,
吉林大药房药业股份有限公司普阳街连锁店,地址：吉林省长春市绿园区普阳街与皓月大路交汇处,电话：无,
吉林大药房药业股份有限公司万福街连锁店,地址：吉林省长春市绿园区万福街与皓月大路交汇处,电话：0431-85076362,
吉林大药房药业股份有限公司建设街街连锁店,地址：吉林省长春市朝阳区建设街与南昌路交汇处,电话：0431-85075133,
吉林大药房药业股份有限公司金街连锁店,地址：吉林省长春市宽城区鑫源大厦5\/6栋1单元13号,电话：0431-85075047,
吉林大药房药业股份有限公司慈光路连锁店,地址：吉林省长春市朝阳区安达街与慈光路交汇处,电话：无,
吉林大药房药业股份有限公司长白路连锁店,地址：吉林省长春市宽城区长白路长江大酒店旁,电话：0431-85076368,
吉林大药房药业股份有限公司北站连锁店,地址：吉林省长春市宽城区凯旋路与铁北二路交汇处,电话：0431-81912629,
吉林大药房药业股份有限公司汉口大街连锁店,地址：吉林省长春市宽城区汉口大街路口,电话：0431-85075113,
吉林大药房药业股份有限公司金玉良园连锁店,地址：吉林省长春市宽城区凯旋路与铁北二路交汇处,电话：0431-85076361,
吉林大药房药业股份有限公司吉达花园连锁店,地址：吉林省长春市绿园区普阳街与皓月大路交汇处中国检验检疫局对面,电话：无,
