四川好仁堂惠民药店 ,地址：四川省攀枝花市米易县桥东街45,电话：0812-8175469,
太极大药房香槟路店,地址：四川省成都市龙泉驿区香槟路38号,电话：028-84819591,
太极大药房邛崃中心药店,地址：四川省成都市龙泉驿区临邛镇东街176号,电话：028-84819591,
太极大药房万源路店,地址：四川省成都市龙泉驿区万源路233号,电话：028-84819591,
太极大药房温江严红店,地址：四川省成都市温江区永文路,电话：028-84819591,
太极大药房大众康药店,地址：四川省成都市温江区金府路中段422424号,电话：028-84819591,
太极大药房和正街店,地址：四川省成都市温江区和盛镇和正街15号,电话：028-84819591,
太极大药房两河路店,地址：四川省成都市温江区两河路东段68-70号,电话：028-84819591,
太极大药房金鑫堂药房店,地址：四川省成都市新都区繁川家具大道1105,电话：028-83920251,
太极大药房惠民正街店,地址：四川省成都市温江区惠民正街79号,电话：028-84819591,
太极大药房云溪路店,地址：四川省成都市温江区云溪路附近,电话：028-84819591,
太极大药房远健药店,地址：四川省成都市新都区上南街158号,电话：028-83920251,
太极大药房东大街店,地址：四川省成都市温江区东大街27-29号,电话：028-84819591,
太极大药房乐北路店,地址：四川省成都市新都区兴乐北路15-19号,电话：028-83920251,
太极大药房繁江北路店,地址：四川省成都市新都区繁江北路117,电话：028-83920251,
太极大药房东风街店,地址：四川省成都市新都区石板滩镇东风街,电话：028-83920251,
太极大药房高速出口店,地址：四川省成都市新都区成彭高速出口,电话：028-83920251,
太极大药房新园路药店,地址：四川省成都市青羊区新园大道222号,电话：028-87366852,
太极大药房上南街店,地址：四川省成都市新都区上南街164号,电话：028-83920251,
太极大药房王桥路店,地址：四川省成都市新都区王桥路40号附3号,电话：028-83920251,
太极大药房互江路店,地址：四川省成都市新都区互江路12号,电话：028-83920251,
太极大药房如意大道店,地址：四川省成都市新都区如意大道51号,电话：028-83920251,
太极大药房外南街店,地址：四川省成都市新都区外南街226号,电话：028-83920251,
太极大药房北东街店,地址：四川省成都市青羊区北东街48-50号,电话：028-87366852,
太极大药房天海路店,地址：四川省成都市新都区三河场天海路19号,电话：028-83920251,
太极大药房紫瑞街店,地址：四川省成都市新都区紫瑞街,电话：028-83920251,
太极大药房兴东路店,地址：四川省成都市青羊区同兴东路91号,电话：028-87366852,
太极大药房北东街2店,地址：四川省成都市青羊区站北东街229号,电话：028-87366852,
太极大药房五里墩支路店,地址：四川省成都市金牛区五里墩支路37-39号,电话：028-87530069,
太极大药房锦华路一段药店,地址：四川省成都市青羊区文星镇光明村锦华路一段,电话：028-87366852,
太极大药房人民公园西街店,地址：四川省成都市青羊区人民公园西街85-87号,电话：028-87366852,
太极大药房清江东路店,地址：四川省成都市青羊区清江东路312号附3号,电话：028-87324697,
太极大药房枣子巷药店,地址：四川省成都市青羊区枣子巷15号附24号,电话：028-87366852,
太极大药房金丝街店,地址：四川省成都市青羊区金丝街2号附3-5号,电话：028-87324697,
太极大药房凤溪大道店,地址：四川省成都市青羊区凤溪大道中段附近,电话：028-87324697,
太极大药房人民公园西街2店,地址：四川省成都市青羊区人民公园西街68号,电话：028-87324697,
太极大药房群和街店,地址：四川省成都市青羊区群和街38号,电话：028-87324697,
太极大药房金牛君康宁店,地址：四川省成都市金牛区交桂路89号附37,电话：028-87530069,
太极大药房光华村街店,地址：四川省成都市青羊区光华村街66号附18号,电话：028-87324697,
太极大药房沙河源药店,地址：四川省成都市金牛区蓉北商贸大道二段278号附16,电话：028-87530069,
太极大药房二环路北四段店,地址：四川省成都市金牛区二环路北四段68号附4-5,电话：028-87530069,
太极大药房十二桥路店,地址：四川省成都市金牛区十二桥路,电话：028-87530069,
太极大药房青华路店,地址：四川省成都市青羊区青华路2号附10号,电话：028-87324697,
太极大药房白马寺街店,地址：四川省成都市金牛区白马寺街2号,电话：028-87530069,
太极大药房九里堤南支路店,地址：四川省成都市金牛区九里堤南支路27号附近,电话：028-87530069,
太极大药房黄金路店,地址：四川省成都市金牛区黄金路248号,电话：028-87793718,
太极大药房康安店,地址：四川省成都市金牛区同兴街72号,电话：028-87793718,
太极大药房中土龙路店,地址：四川省成都市金牛区中土龙路198号,电话：028-87793718,
太极大药房董郎路店,地址：四川省成都市金牛区董郎路274-276号,电话：028-87793718,
太极大药房崔家店路店,地址：四川省成都市金牛区崔家店路262附14号,电话：028-87793718,
太极大药房营门口路店,地址：四川省成都市金牛区营门口路42号,电话：028-87793718,
太极大药房金周路店,地址：四川省成都市金牛区金周路79号,电话：028-87793718,
太极大药房交大路2店,地址：四川省成都市金牛区交大路256号附16号,电话：028-87793718,
太极大药房通盈街店,地址：四川省成都市金牛区通盈街640号,电话：028-87793718,
太极大药房华安路店,地址：四川省成都市金牛区华安路,电话：028-87793718,
太极大药房黄苑东街店,地址：四川省成都市金牛区黄苑东街1号附10-11号,电话：028-87793718,
太极大药房九里堤中路店,地址：四川省成都市金牛区九里堤中路96号,电话：028-87793718,
太极大药房营兴街店,地址：四川省成都市金牛区营兴街48号,电话：028-87793718,
太极大药房解放路店,地址：四川省成都市金牛区解放路二段43号,电话：028-87793718,
太极大药房蓝水湾店,地址：四川省成都市金牛区三友路231号附5号,电话：028-87793718,
太极大药房洞子口店,地址：四川省成都市金牛区茶店子北街24号,电话：028-87793718,
太极大药房交大路店,地址：四川省成都市金牛区交大路180号,电话：028-87793718,
太极大药房龙华北路药店,地址：四川省成都市武侯区龙安街,电话：028-85016301,
太极大药房华金大道二段药店,地址：四川省成都市武侯区华金大道二段549附1号,电话：028-85016301,
太极大药房东一路店,地址：四川省成都市金牛区杉板桥东一路,电话：028-87793718,
太极大药房大源三期药店,地址：四川省成都市武侯区大源北支路3号,电话：028-85016301,
太极大药房新泰西路药店,地址：四川省成都市武侯区新泰西路121-123号,电话：028-85016301,
太极大药房府城大道西段药店,地址：四川省成都市武侯区府城大道西段427号,电话：028-85016301,
太极大药房翰林街店,地址：四川省成都市武侯区翰林街34号,电话：028-85016301,
太极大药房滨河路店,地址：四川省成都市武侯区浣花滨河路118-120号,电话：028-85016301,
太极大药房天久北巷药店,地址：四川省成都市武侯区天久北巷192号,电话：028-85016301,
太极大药房柳荫街店,地址：四川省成都市武侯区柳荫街91号,电话：028-85016301,
太极大药房楠林路店,地址：四川省成都市武侯区彭州市楠林路,电话：028-85016301,
四川太极大药房金牛区白马寺街药店,地址：四川省成都市金牛区白马寺街2号附10-11号 ,电话：028-83181088 ,
太极大药房广福路店,地址：四川省成都市武侯区广福路101号,电话：028-85016301,
四川太极大药房新都区新繁镇繁江北路药店,地址：四川省成都市新都区新繁镇繁江北路115、117、119号 ,电话：028-83089810 ,
太极大药房酱园街店,地址：四川省成都市武侯区酱园街3号,电话：028-85016301,
太极大药房簇锦横街店,地址：四川省成都市武侯区簇锦横街163-167号,电话：028-85016301,
四川太极大药房都江堰市蒲阳路药店,地址：四川省成都市都江堰蒲阳路240、242、244、246号 ,电话：028-87283022 ,
四川太极大药房大邑县内蒙古大道药店,地址：四川省成都市大邑县晋原镇内蒙古大道2号20幢116号 ,电话：028-88338842,
四川太极大药房金牛区黄苑东街药店,地址：四川省成都市金牛区黄苑东街1号附8、9号 ,电话：028-87530069 ,
太极大药房浆洗街店,地址：四川省成都市武侯区浆洗街20号附4-6号,电话：028-85016301,
四川太极大药房龙泉驿区东街药店,地址：四川省成都市龙泉驿区东街168号7幢1楼4号{鸥鹏大道275号} ,电话：028-84819591 ,
四川太极大药房高新区大源北街药店,地址：四川省成都市高新区大源北街48号 ,电话：028-85189838 ,
四川太极大药房大邑县通达东路药店,地址：四川省成都市大邑县晋原镇通达路五段1号4栋5单元1层44号 ,电话：028-88200513 ,
太极大药房新乐南街店,地址：四川省成都市武侯区新乐南街145-147号润新大药房,电话：028-85016301,
太极大药房武侯大道店,地址：四川省成都市武侯区武侯大道双楠段58号附16-18号,电话：028-85016301,
四川太极大药房金牛区交大路第三药店,地址：四川省成都市金牛区交大路258号1栋附5号 ,电话：028-87793718 ,
四川太极大药房大邑县沙渠镇方圆路药店,地址：四川省成都市大邑县沙渠镇综合市场3-B-32-33 ,电话：028-88273935 ,
四川太极大药房新都区马超东路药店,地址：四川省成都市新都区马超东路518号25-1-3，1-4号 ,电话：028-83920251 ,
四川太极大药房温江区同兴东路药店,地址：四川省成都市温江区柳城街道同兴东路91号 ,电话：028-67253323 ,
太极大药房二环路店,地址：四川省成都市武侯区二环路西一段107号附12-19号,电话：028-85016301,
四川太极大药房都江堰外北街药店,地址：四川省成都市都江堰灌口镇外北街16、17号 ,电话：028-87229197 ,
太极大药房顺和街店,地址：四川省成都市武侯区顺和街89号附2-4号,电话：028-85016301,
四川太极大药房双流县东升镇清泰路药店,地址：四川省成都市双流县东升镇清泰路水云花都25幢底层8、9、10号 ,电话：028-85805650 ,
四川太极大药房锦江区观音桥街药店,地址：四川省成都市锦江区观音桥街94、96、98号 ,电话：028-86658793 ,
四川太极大药房武侯区燃灯寺东街药店,地址：四川省成都市武侯区燃灯寺东街20号 ,电话：028-85016301 ,
四川太极大药房都江堰胥家镇重庆路药店,地址：四川省成都市都江堰胥家镇高桥小区b-2,18-14-4号（2、3、4号） ,电话：028-87221509 ,
太极大药房锦城大道店,地址：四川省成都市武侯区锦城大道795号,电话：028-85016301,
太极大药房草金东路店,地址：四川省成都市武侯区草金东路49号,电话：028-85016301,
四川太极大药房锦江区柳翠路药店,地址：四川省成都市锦江区柳翠路133号 ,电话：028-86622823 ,
四川太极大药房都江堰聚源镇药店,地址：四川省成都市都江堰聚源镇中心街B2区联建房10栋1楼5、6号 ,电话：028-87216213 ,
四川太极大药房成华区万科路药店,地址：四川省成都市成华区万科路4号39栋1层5号 ,电话：028-61280650 ,
四川太极大药房邛崃市羊安镇永康大道药店,地址：四川省成都市邛崃市羊安镇永康大道42#楼5-2号 ,电话：028-88733183 ,
四川太极大药房邛崃市洪川小区药店,地址：四川省成都市邛崃市洪川小区D9楼10号 ,电话：028-61783133 ,
四川太极大药房成华区华泰路药店,地址：四川省成都市成华区华泰路23号附1号 ,电话：028-61301352 ,
太极大药房新乐中街店,地址：四川省成都市武侯区新乐中街246-250号,电话：028-85016301,
四川太极大药房大邑县新场镇文昌街药店,地址：四川省成都市大邑县新场镇文昌街2、4号，万源街下段131、133号 ,电话：028-88353379 ,
太极大药房赞元街店,地址：四川省成都市武侯区赞元街176-178号,电话：028-85016301,
四川太极大药房都江堰幸福镇翔凤路药店,地址：四川省成都市都江堰幸福镇翔凤路745号 ,电话：028-66595235 ,
四川太极大药房都江堰市问道西路药店,地址：四川省成都市都江堰问道西路11、13、15、17号 ,电话：028-87283189 ,
四川太极大药房都江堰奎光路中段药店,地址：四川省成都市都江堰奎光路中段256、258、260、262号 ,电话：028-87105165 ,
四川太极大药房武侯区一环路南一段药店,地址：四川省成都市武侯区一环路南一段1号附16、17号 ,电话：028-62358061 ,
太极大药房庆丰街店,地址：四川省成都市武侯区庆丰街67-69号,电话：028-85016301,
四川太极大药房锦江区水杉街药店,地址：四川省成都市锦江区水杉街521、523号 ,电话：028-62505081 ,
四川太极大药房都江堰景中路药店,地址：四川省成都市都江堰景中路128，130,132,134号 ,电话：028-87277060 ,
四川太极大药房新都区新泰西路药店,地址：四川省成都市新都区新泰西路121号2栋一层9号、123号2幢1层8号 ,电话：028-83920605 ,
太极大药房温江济民店,地址：四川省成都市武侯区柳城东路中段5号,电话：028-85016301,
四川太极大药房高新区中和街道柳荫街药店,地址：四川省成都市中和街道柳荫街91号，学苑路37、39、43、45、47 ,电话：028-85658216 ,
四川太极大药房成华区玉双路药店,地址：四川省成都市成华区玉双路4号 ,电话：028-84472258 ,
四川太极大药房邛崃市平乐镇台子街药店,地址：四川省成都市邛崃市平乐镇台子街15号 ,电话：028-88781851 ,
四川太极大药房青羊区十二桥药店,地址：四川省成都市青羊区十二桥路72号附1、2号 ,电话：028-87739603 ,
太极大药房大北街店,地址：四川省成都市武侯区大北街74号,电话：028-85016301,
四川太极大药房大邑县安仁镇千禧街药店,地址：四川省成都市大邑安仁镇千禧街317、319、321号 ,电话：028-88328235 ,
太极大药房人民南路店,地址：四川省成都市武侯区人民南路四段10号附3,电话：028-85016301,
四川太极大药房成华区二环路北四段药店,地址：四川省成都市成华区二环路北四段9号1栋A区一楼11、12号 ,电话：028-83131991 ,
四川太极大药房大邑县晋源镇围城北路西段药店,地址：四川省成都市大邑县晋原镇围城北路 ,电话：028-88219039 ,
四川太极大药房双流县西航港街道锦华路药店,地址：四川省成都市双流县文星镇光明村康桥.品上5幢1楼4号 ,电话：028-61406807 ,
四川太极大药房青白江区华金大道二段药店,地址：四川省成都市青白江区华金大道二段549号附2号 ,电话：028-83662031 ,
太极大药房燃灯寺东街店,地址：四川省成都市武侯区燃灯寺东街,电话：028-85016301,
太极大药房龙潭西路药店,地址：四川省成都市成华区龙潭路8号附60,电话：028-61291727,
四川太极大药房邛崃市临邛镇长安大道药店,地址：四川省成都市邛崃市临邛镇长安大道673号 ,电话：028-88740311 ,
四川太极大药房成华区华油路药店,地址：四川省成都市成华区府青路二段2号附7-102号 ,电话：028-61391710 ,
四川太极大药房郫县郫筒镇东大街药店,地址：四川省成都市郫县郫筒镇东大街436号 ,电话：028-87883739 ,
四川太极大药房成华区双建路药店,地址：四川省成都市成华区双建路189号附87、88号 ,电话：028-83267038 ,
太极大药房仁和街店,地址：四川省成都市武侯区新源大道仁和街,电话：028-85016301,
太极大药房猛追湾街店,地址：四川省成都市成华区猛追湾街,电话：028-61291727,
四川太极大药房高新区民丰大道西段药店,地址：四川省成都市高新区民丰大道西段药店 ,电话：028-85975705 ,
四川太极大药房新津县正东街药店,地址：四川省成都市新津县正东街175,177号 ,电话：028-82599027 ,
四川太极大药房青羊区群和路药店,地址：四川省成都市青羊区二环路西二段45号3栋1单元1层12号 ,电话：028-87350897 ,
太极大药房成华区慧宇大药房店,地址：四川省成都市成华区西林一街18号近成华区慧宇大药房,电话：028-61291727,
四川太极大药房成华区羊子山西路药店,地址：四川省成都市成华区羊子山西路116号、洪山北路224号 ,电话：028-61291727 ,
四川太极大药房青羊区浣花滨河路药店,地址：四川省成都市青羊区浣花河路100号附15-16号 ,电话：028-87029691 ,
太极大药房杉板桥南一路药店,地址：四川省成都市成华区杉板桥南一路169号,电话：028-61291727,
太极大药房建业龙湖店,地址：四川省成都市成华区建业路188号,电话：028-61291727,
四川太极大药房新津县五津镇外西街药店,地址：四川省成都市新津县外西街29号 ,电话：028-82552865 ,
四川太极大药房大邑县晋源镇富民路药店,地址：四川省成都市大邑县晋原镇东街304号、富民路2、4、6、8号 ,电话：028-88283175 ,
四川太极大药房大邑县晋源镇东壕沟段药店,地址：四川省成都市大邑县晋原镇东壕沟北段 ,电话：028-88220310 ,
四川太极大药房邛崃市临邛镇汇源街药店,地址：四川省成都市邛崃汇源街260-262号 ,电话：028-88761176 ,
四川太极大药房龙泉驿区同安镇锦绣路店,地址：四川省成都市龙泉驿同安镇锦绣路176号（阳光商业世界K栋139号） ,电话：028-84831299 ,
四川太极大药房崔家店路药店,地址：四川省成都市成华区成华大道139号阳光舜苑1楼13、14、15、16号 ,电话：028-62026517 ,
四川太极大药房新津邓双镇岷江药店,地址：四川省成都市新津县邓双镇岷江小区D1、D2 ,电话：028-82593540 ,
四川太极大药房锦江区楠丰路店,地址：四川省成都市锦江区楠丰路62,64号（锦馨花园B区） ,电话：028-86038587 ,
四川太极大药房顺和街药店,地址：四川省成都市武侯区顺和街89号1、2、3、4号 ,电话：028-61510038 ,
四川太极大药房天久北巷药店,地址：四川省成都市高新区天久北巷192号 ,电话：028-61558216 ,
四川太极大药房南湖路药店,地址：四川省成都市华阳县南湖路147—161号 ,电话：028-85643759 ,
四川太极大药房龙潭西路药店,地址：四川省成都市成华区龙潭寺西路88号附59、60、61号 ,电话：028-84203309 ,
太极大药房东昌路药店,地址：四川省成都市成华区东昌路53号,电话：028-83131991,
四川太极大药房新园大道药店,地址：四川省成都市高新区新园大道220、222、224号 ,电话：028-86039150 ,
四川太极大药房高新区府城大道西段店,地址：四川省成都市高新区府城大道西段399号 ,电话：028-85321790 ,
太极大药房万科路药店,地址：四川省成都市成华区万科路4号39栋一层5号,电话：028-83131991,
四川太极大药房五里墩支路药店,地址：四川省成都市金牛区五里墩支路18号附19号20号 ,电话：028-61991256 ,
四川太极大药房新乐中街药店,地址：四川省成都市高新区新乐中街246、248、250号 ,电话：028-85924926 ,
四川太极大药房大邑县晋原镇子龙路店,地址：四川省成都市大邑县子龙街59号 ,电话：028-88267119 ,
四川太极大药房营兴路药店,地址：四川省成都市金牛区营兴街48号 ,电话：028-87730977 ,
四川太极大药房通盈街药店,地址：四川省成都市锦江区通盈街642号 ,电话：028-86007302 ,
四川太极大药房新都三河场镇天海路药店,地址：四川省成都市新都三河场街道天海路19号 ,电话：028-61376815 ,
四川太极大药房五津西路药店,地址：四川省成都市新津县五津西路234、236、238号一、二楼 ,电话：028-82554068 ,
四川太极大药房新津兴义药店,地址：四川省成都市新津县兴义镇万兴路272号 ,电话：028-82400856 ,
四川太极大药房青羊区北东街店,地址：四川省成都市青羊区北东街48、50号 ,电话：028-65305255 ,
四川太极大药房金丝街药店,地址：四川省成都市青羊区金丝街2号附3、4、5号 ,电话：028-86956595 ,
太极大药房羊子山西路药店,地址：四川省成都市成华区羊子山西路114号,电话：028-83131991,
四川太极大药房金带街药店,地址：四川省成都市崇州市金带街一品江山5号\\\\6号\\\\7号 ,电话：028-82217081 ,
四川太极大药房武侯大道双楠段店,地址：四川省成都市武侯大道双楠段58号（附16,17,18号） ,电话：028-69393291 ,
四川太极大药房华阳正东街药店,地址：四川省成都市华阳街道正东中路164、166、168、170、172号 ,电话：028-85640120 ,
四川太极大药房杉板桥药店,地址：四川省成都市成华区杉板桥南一路167号-169号 ,电话：028-61307037 ,
四川太极大药房黄金路药店,地址：四川省成都市金牛区黄金路248、250号 ,电话：028-61282289 ,
四川太极大药房光华村街药店,地址：四川省成都市青羊区光华村街66号附18号 ,电话：028-87324697 ,
四川太极大药房土龙路药店,地址：四川省成都市高新区土龙路198、200号 ,电话：028-61992459 ,
太极大药房华泰路药店,地址：四川省成都市成华区华泰路28号,电话：028-83131991,
四川太极大药房滨江东路药店,地址：四川省成都市锦江区滨江东路158号1层12号 ,电话：028-61322435 ,
太极大药房新鸿路店,地址：四川省成都市成华区成华大道新鸿路353号,电话：028-83131991,
四川太极大药房光华药店,地址：四川省成都市青羊区二环路1段107号1号楼1、2、3号 ,电话：028-87331195 ,
太极大药房玉双路药店,地址：四川省成都市成华区玉双路4号附2-3号,电话：028-83131991,
四川太极大药房柳城正东药店,地址：四川省成都市温江区正通路新华园商业街1203、1205、1207号 ,电话：028-82693096 ,
四川太极大药房邛崃中心药店,地址：四川省成都市邛崃市临邛镇东街176号附1-3号 ,电话：028-88760760 ,
四川太极大药房枣子巷药店,地址：四川省成都市金牛区西安中路枣子巷路15号附24号商铺 ,电话：028-87789331 ,
太极大药房领域店,地址：四川省成都市成华区领域商铺15号,电话：028-83131991,
四川太极大药房沙河源药店,地址：四川省成都市蓉北商贸大道二段278号4-1、4-2商铺 ,电话：028-83126653 ,
太极大药房蓉北商贸店,地址：四川省成都市成华区蓉北商贸大道二段228号,电话：028-83131991,
太极大药房双建路药店,地址：四川省成都市成华区双建路189号附88号,电话：028-83131991,
四川太极大药房崇州中心店,地址：四川省成都市崇州市文化西街15-23号 ,电话：028-82311480 ,
四川太极大药房浆洗街药店,地址：四川省成都市武侯区浆洗街20号附4号、5号 ,电话：028-85580273 ,
四川太极大药房崇州羊马店,地址：四川省成都市崇州市羊马镇羊安街17号 ,电话：028-82254606 ,
太极大药房五门市店,地址：四川省成都市锦江区正东街4号,电话：028-86658793,
四川太极大药房清江东路药店,地址：四川省成都市青羊区清江东路312号附3号 ,电话：028-87366852 ,
太极大药房源鸣药房店,地址：四川省成都市锦江区琉璃路514516号,电话：028-86658793,
四川太极大药房崇州三江店,地址：四川省成都市崇州市三江镇崇新路40号 ,电话：028-82242249 ,
自贡太极大药房参茸养生堂,地址：四川省自贡市自流井区五星街新民街居委会东方广场7栋1层3-5轴新民街19号 ,电话：0813-5376888 ,
四川太极大药房双林路药店,地址：四川省成都市成华区双林路33号1楼 ,电话：028-84331529 ,
太极大药房华龙路药店,地址：四川省成都市成华区成都东客站东广场,电话：028-83131991,
自贡太极大药房盐马路店,地址：四川省自贡市贡井区筱溪街盐马路居委会 ,电话：0813-5338115 ,
四川太极大药房都江堰药店,地址：四川省成都市都江堰市都江堰大道幸福公寓85号 ,电话：028-87112123 ,
四川太极大药房温江店,地址：四川省成都市温江区凤溪大道北段517-523号“上上城” ,电话：028-82711252 ,
自贡太极大药房英祥花园店,地址：四川省自贡市自流井区英祥花园居委会1组A栋营业用房13号 ,电话：0813-5501755 ,
四川太极大药房人民中路店,地址：四川省成都市青羊区人民中路三段4号“米兰小筑”1-1-2、1-1-3 ,电话：028-86271711 ,
四川太极大药房西部店,地址：四川省成都市五块石蓉北商贸大道二段228号 ,电话：028-66153945 ,
四川太极大药房崇州怀远店,地址：四川省成都市崇州市怀远镇新正东街202号 ,电话：028-82285983 ,
自贡太极大药房张家花园店,地址：四川省自贡市自贡市贡井区贡井花园林居商铺附4号 ,电话：0813-5338116 ,
四川太极大药房红星店,地址：四川省成都市红星路一段16号（中医院旁） ,电话：028-86912957 ,
太极大药房福康药店,地址：四川省成都市锦江区水碾河南三街44-46号,电话：028-86658793,
四川太极大药房旗舰店,地址：四川省成都市上东大街232号（新良大厦一楼） ,电话：028-86656798 ,
太极大药房锦江区仁和大药房店,地址：四川省成都市锦江区国槐街984-986号,电话：028-86658793,
自贡太极大药房东光路店,地址：四川省自贡市自流井区郭家坳街大来井社区2组东光路66号 ,电话：0813-5378778 ,
自贡太极大药房升坪街店,地址：四川省自贡市沿滩区沿滩镇高坎子居委会升坪街大桥侧 ,电话：0813-5539357 ,
自贡太极大药房灯杆坝店,地址：四川省自贡市自流井区中华路124号，122号 ,电话：0813-5590464 ,
太极大药房锦江区来福药房店,地址：四川省成都市锦江区国槐街1252-1254号,电话：028-86658793,
太极大药房粮丰社区店,地址：四川省成都市锦江区牡丹街香樟大道口农贸市场1楼4号,电话：028-86622823,
太极大药房小关庙街店,地址：四川省成都市锦江区小关庙街9-11号,电话：028-86622823,
自贡太极大药房荣州路店,地址：四川省自贡市荣县旭阳镇荣州大道二段224号 ,电话：0813-5624305 ,
自贡太极大药房春华路店,地址：四川省自贡市自流井区春华路居委会15组35栋109号 ,电话：0813-5386615 ,
自贡太极大药房新店连锁店,地址：四川省自贡市大安区新店镇新店社区1组10号 ,电话：13890028512 ,
太极大药房一环路店,地址：四川省成都市锦江区一环路南一段24号,电话：028-86622823,
自贡太极大药房马吃水店,地址：四川省自贡市大安区凤凰乡济公居委会E座附属3号 ,电话：0813-5593689 ,
自贡太极大药房新美店,地址：四川省自贡市汇东新美商城2#楼1层 ,电话：0813-5500671 ,
太极大药房德善堂店,地址：四川省成都市锦江区蝶花街领域旁,电话：028-86622823,
自贡太极大药房丽景花园店,地址：四川省自贡市英祥丽景花园B5栋1层1—1号和1层1—2号 ,电话：0813-5398301 ,
太极大药房华油路店,地址：四川省成都市锦江区华油路6号附10,电话：028-86622823,
自贡太极大药房荣县店,地址：四川省自贡市荣州商业城西街1号楼 ,电话：0813-5624306 ,
自贡太极大药房高笋塘店,地址：四川省自贡市汇东新区交通苑社区居委会18组37栋1层13号 ,电话：0813-5592190 ,
自贡太极大药房荣县南街店,地址：四川省自贡市荣县旭阳镇南街134号，136号 ,电话：0813-5601589 ,
太极大药房双林路店,地址：四川省成都市锦江区双林路33-4号附近,电话：028-86622823,
自贡太极大药房旗舰店,地址：四川省自贡市自流井区珍珠寺路龙都新生活广场1号 ,电话：0813-5521658 ,
自贡太极大药房新城店,地址：四川省自贡市荣县金碧城步行街9号 ,电话：0813-5603660 ,
太极大药房柳翠路药店,地址：四川省成都市锦江区柳翠路137号,电话：028-86007302,
自贡太极大药房青杠岭店,地址：四川省自贡市贡井区筱溪街青杠林居委会城安1号房营业第4间 ,电话：0813-5532595 ,
太极大药房楠丰路店,地址：四川省成都市锦江区楠丰路62号,电话：028-86622823,
自贡太极大药房五星街店,地址：四川省自贡市五星街十七组附楼3号 ,电话：0813-5514946 ,
自贡太极大药房仁和半岛店,地址：四川省自贡市大安区仁和半岛景1-A2店面 ,电话：0813-5529205 ,
自贡太极大药房郭家坳店,地址：四川省自贡市郭家坳海潮寺中粮公司综合楼 ,电话：0813-5520165 ,
自贡太极大药房沿滩惠民中心店,地址：四川省自贡市沿滩区沿滩镇开元南路77号 ,电话：0813-5539358 ,
自贡太极大药房大高路店,地址：四川省自贡市大安区大安街185号 ,电话：0813-5528499 ,
自贡太极大药房马冲口店,地址：四川省自贡市大安马冲口二医院旁 ,电话：0813-5105107 ,
自贡太极大药房艾叶店,地址：四川省自贡市贡井艾叶镇 ,电话：0813-3101374 ,
自贡太极大药房东方广场店,地址：四川省自贡市东方广场 ,电话：0813-8300007 ,
自贡太极大药房筱溪街店,地址：四川省自贡市贡井筱溪街彩虹大楼 ,电话：0813-5520209 ,
四川太极大药房连锁有限公司西昌城北店,地址：四川省凉山州西昌市仓街66-68号 ,电话：0834-3283561 ,
自贡太极大药房和平路店,地址：四川省自贡市贡井和平路8号 ,电话：0813-5533520 ,
自贡太极大药房仲权店,地址：四川省自贡市仲权镇建设路88号 ,电话：0813-2906688 ,
四川太极大药房连锁有限公司西昌20门市,地址：四川省凉山州西昌市健康一环路85号 ,电话：0834-2198041 ,
自贡太极大药房自由路店,地址：四川省自贡市自由路42号 ,电话：0813-5512488 ,
自贡太极大药房石缸井店,地址：四川省自贡市石缸井店 ,电话：0813-2906007 ,
四川太极大药房连锁有限公司西昌春城西路店,地址：四川省凉山州西昌市春城西路60号 ,电话：0834-2192308 ,
四川太极大药房连锁有限公司广元文化路药店,地址：四川省广元市利州区东坝办事处利州东路御都园二期9-11号 ,电话：0839-3381638 ,
自贡太极大药房檀木林店,地址：四川省自贡市檀木林42号 ,电话：0813-5514876 ,
四川太极大药房连锁有限公司西昌文汇路店,地址：四川省凉山州西昌市文汇路农贸市场A栋一层3号商铺 ,电话：0834-3205381 ,
自贡太极大药房道生灏店,地址：四川省自贡市同兴路东段 ,电话：0813-5519128 ,
自贡太极大药房洞口井店,地址：四川省自贡市大安街洞口井37号 ,电话：0813-5528579 ,
四川太极大药房连锁有限公司广元利东街药店,地址：四川省广元市利州区利东街北段52号 ,电话：0839-3273615 ,
自贡太极大药房温州商城店,地址：四川省自贡市温州商城一楼 ,电话：0813-5512184 ,
四川太极大药房连锁有限公司西昌健康路店,地址：四川省凉山州西昌市健康路二环路口 ,电话：0834-2194238 ,
四川太极大药房连锁有限公司西昌旗舰店,地址：四川省凉山州西昌市胜利路一环路口（小商品批发城对面） ,电话：0834-3355798 ,
四川太极大药房连锁有限公司广元苴国路药店,地址：四川省广元市利州区苴国路100号 ,电话：0839-3301501 ,
自贡太极大药房汇贤苑店,地址：四川省自贡市汇东梨儿湾 ,电话：0813-5512856 ,
四川太极大药房连锁有限公司西昌长安北路店,地址：四川省凉山州西昌市长安北路锦林家园1号门市 ,电话：0834-2682820 ,
四川太极大药房连锁有限公司西昌长安店,地址：四川省凉山州西昌市长安中路135号 ,电话：0834-3201202 ,
四川太极大药房连锁有限公司广元宝轮药店,地址：四川省广元市利州区宝轮镇三江大道71号 ,电话：0839-8530663 ,
四川太极大药房连锁有限公司西昌南坛店,地址：四川省凉山州西昌市南坛农贸市场第11间门市 ,电话：0834-2171378 ,
四川太极大药房连锁有限公司广元电子路药店,地址：四川省广元市利州区电子路081市场0405号 ,电话：0839-3301757 ,
四川太极大药房连锁有限公司西昌普拉托店,地址：四川省凉山州西昌市健康路12-14号 ,电话：0834-2583187 ,
