云南鸿翔一心堂曲靖南门街店,地址：云南省曲靖市云南省曲靖市陆良县南门街162号,电话：0874-6220962,
云南健之佳连锁健康药房有限公司楚雄紫霞路分店,地址：云南省楚雄市开发区紫霞路临江小区西北角15幢1单元2号商铺 ,电话：0878-3362392 ,
云南健之佳连锁健康药房有限公司个旧鄢棚分店,地址：云南省红河州个旧市建设路194-4号商铺,电话：0873-2217365 ,
云南健之佳连锁健康药房有限公司南亚未来城分店,地址：云南省昆明市盘龙区云山社区刘家营股份合作社巨和美术小区6幢一层12号商铺,电话：0871-65620261 ,
云南健之佳连锁健康药房有限公司云安阳光城分店,地址：云南省昆明市五华区昆瑞路273号云安阳光城小区第1栋2号商铺,电话：18895880923 ,
云南健之佳连锁健康药房有限公司丽江太和路分店,地址：云南省丽江市太和路康仲公寓1幢103号 ,电话：0888-5179908,
云南健之佳连锁健康药房有限公司昭通枫园路分店,地址：云南省昭通市昭阳区枫园路廉租房住宅区42栋101、102号临街商铺,电话：15750124813 ,
云南健之佳连锁健康药房有限公司普洱创基尚城分店,地址：云南省普洱市林源路666号创基尚城A-1-1号一楼 ,电话：0879-2207101 ,
云南健之佳连锁健康药房有限公司蒙自华泰盛景分店,地址：云南省红河州蒙自市朝阳路以北、景观河以东华泰盛景小区33、35、36号商铺,电话：0873-3721887,
云南健之佳连锁健康药房有限公司腾冲热海路分店,地址：云南省保山市腾越镇火山社区宏盛小区,电话：0875-5184598 ,
云南健之佳连锁健康药房有限公司昆钢晓塘公园分店,地址：云南省昆明市安宁市昆钢建设街17号商铺,电话：0871-68608537,
云南健之佳连锁健康药房有限公司五环锋尚分店,地址：云南省昆明市广福路与昆洛路交口处五环锋尚小区D18幢9号、10号商铺,电话：0871-67236982 ,
云南健之佳连锁健康药房有限公司丘北椒莲广场分店,地址：云南省文山州丘北县锦屏镇石缸坝新城区翠林阁小区综合楼1号商铺 ,电话：0876-4652202 ,
云南健之佳连锁健康药房有限公司丘北西正街分店,地址：云南省文山州丘北县锦屏镇西正街14号商铺,电话：0876-4667128 ,
云南健之佳连锁健康药房有限公司龙江雅苑分店,地址：云南省昆明市盘龙区北京路鑫益龙江雅苑8栋10号商铺,电话：18812207623 ,
云南健之佳连锁健康药房有限公司泸西财富广场分店,地址：云南省红河州泸西县九华路2号洪剑财富中心5-108,电话：0873-6699057 ,
云南健之佳连锁健康药房有限公司昭通望海路分店,地址：云南省昭通市昭阳区蒙泉大道东侧龙泉花园东苑组团79号商铺,电话：无,
云南健之佳连锁健康药房有限公司昭通体育馆分店,地址：云南省昭通市昭阳区大道秀水康城480号-482号临街商铺 ,电话：0870-2246913 ,
云南健之佳连锁健康药房有限公司丘北文翠路分店,地址：云南省文山州丘北县锦屏镇文翠路32号商铺 ,电话：0876-4125696 ,
云南健之佳连锁健康药房有限公司陆良经开区分店,地址：云南省曲靖市陆良县中枢镇同乐大道184号,电话：0874-6325055 ,
云南健之佳连锁健康药房有限公司新螺蛳湾分店,地址：云南省昆明市螺蛳湾商贸城二期第3区3-1幢01-05号商铺 ,电话：0871-64274980 ,
云南健之佳连锁健康药房有限公司丽江七星街东门分店,地址：云南省丽江市民主路中段412号A-8、A-9号商铺 ,电话：0888-5108059 ,
云南健之佳连锁健康药房有限公司通海北街分店,地址：云南省玉溪市通海县秀山镇北街29号 ,电话：0877-3022212 ,
云南健之佳连锁健康药房有限公司祥云印象花园分店,地址：云南省大理市祥云县祥城镇文苑路北侧印象花园组团第9幢第1单元第1层1号房 ,电话：0872-3994926 ,
云南健之佳连锁健康药房有限公司临沧和谐广场分店,地址：云南省临沧市临翔区旗山路185号和谐广场122号商铺 ,电话：0883-2156044 ,
云南健之佳连锁健康药房有限公司个旧怀源芳圃分店,地址：云南省红河州个旧市金湖南路16、18号05幢1、2、3单元1楼商铺,电话：0873-2157720,
云南健之佳连锁健康药房有限公司玉溪教师二小区分店,地址：云南省玉溪市临北片区规划3号路玉溪二小区B12幢19号、20号,电话：0877-2792180 ,
云南健之佳连锁健康药房有限公司戎锦花园分店,地址：云南省昆明市教益路68号戎锦花园3幢1-2层商铺1室,电话：0871-65176673,
云南健之佳连锁健康药房有限公司寻甸北二环分店,地址：云南省昆明市寻甸县仁德镇凤梧路127号 ,电话：0871-62652207,
云南健之佳连锁健康药房有限公司楚雄城市花园分店,地址：云南省楚雄市鹿城阳光大道189、191、193号1幢S103,电话：0878-3386530 ,
云南健之佳连锁健康药房有限公司丽阳星城分店,地址：云南省昆明市海源北路丽阳星城123幢44号商铺 ,电话：0871-68412757 ,
云南健之佳连锁健康药房有限公司鑫园小区分店,地址：云南省昆明市茭菱路鑫园小区3幢1单元前排107号商铺 ,电话：0871-68320831,
云南健之佳连锁健康药房有限公司晋宁昆阳大街分店,地址：云南省昆明市晋宁县昆阳郑和路44号商铺 ,电话：0871-67800274 ,
云南健之佳连锁健康药房有限公司建水福康路分店,地址：云南省红河建水县福康路302号商铺 ,电话：0873-7615371 ,
云南健之佳连锁健康药房有限公司文山华宇博仁堂分店,地址：云南省文山州七花广场东南侧华宇时代大楼一楼,电话：0876-2835544 ,
云南健之佳连锁健康药房有限公司人民东路大树营分店,地址：云南省昆明市人民东路409-5号 ,电话：0871-63362893,
云南健之佳连锁健康药房有限公司晋宁郑和路分店,地址：云南省昆明市晋宁县郑和路68、70、72号商铺 ,电话：0871-67892633 ,
云南健之佳连锁健康药房有限公司易门东和路分店,地址：云南省玉溪市易门县龙泉东路与东和路交叉口 ,电话：0877-4961370 ,
云南健之佳连锁健康药房有限公司宾川佛都路分店,地址：云南省大理州宾川县金牛镇金牛路1幢18号 ,电话：0872-7332366 ,
云南健之佳连锁健康药房有限公司曲靖麒麟东路二分店,地址：云南省曲靖市麒麟东路临街商铺,电话：0874-6159081 ,
云南健之佳连锁健康药房有限公司宾川侨乡路分店,地址：云南省大理州宾川县茂华盛景小区3幢1层3-05号商铺 ,电话：0872-7332266 ,
云南健之佳连锁健康药房有限公司假日城市分店,地址：云南省昆明市假日城市小区H区26、27号商铺,电话：0871-68260856,
云南健之佳连锁健康药房有限公司文山环城北路分店,地址：云南省文山市环城北路普阳汽配城18号,电话：0876-2184686 ,
云南健之佳连锁健康药房有限公司天骄北麓分店,地址：云南省昆明市五华区红云路天骄北麓33幢226-10至226-13号商铺,电话：0871-68075310,
云南健之佳连锁健康药房有限公司楚雄鹿城南路分店,地址：云南省楚雄市鹿城南路与复兴巷交叉口中大商场1楼商铺 ,电话：0878-3116037 ,
云南健之佳连锁健康药房有限公司丘北财富广场分店,地址：云南省文山州邱北县核心商业区远卓财富广场,电话：0876-4659380 ,
云南健之佳连锁健康药房有限公司师宗润森花园分店,地址：云南省曲靖市师宗县漾月路与丹霞路转角润森花园临街商铺,电话：0874-5753068,
云南健之佳连锁健康药房有限公司富春街分店,地址：云南省昆明市五华区富春街富春花园C幢一层71、72号商铺 ,电话：0871-63620353,
云南健之佳连锁健康药房有限公司景秀西苑分店,地址：云南省昆明市五华区景秀西苑 ,电话：18812200357 ,
云南健之佳连锁健康药房有限公司昭通龙泉花园分店,地址：云南省昭通市望海路与蒙泉大道转角临街商铺 ,电话：0870-2244939 ,
云南健之佳连锁健康药房有限公司昭通珠泉路分店,地址：云南省昭通市珠泉路临街商铺,电话：0870-2160822 ,
云南健之佳连锁健康药房有限公司下关沙河小区分店,地址：云南省大理州大理市下关镇文化路沙河小区商铺 ,电话：0872-2138210 ,
云南健之佳连锁健康药房有限公司溪麓南郡分店,地址：云南省昆明市盘龙区溪麓南郡商铺 ,电话：0871-63857937,
云南健之佳连锁健康药房有限公司长水分店,地址：云南省昆明市官渡区长水机场航站楼轻轨站交通厅商业区西区1-2店铺商铺 ,电话：0871-67085931 ,
云南健之佳连锁健康药房有限公司玉溪庆隆大厦分店,地址：云南省玉溪市红塔区龙马路9号庆隆大厦 ,电话：0877-2294963,
云南健之佳连锁健康药房有限公司昭通凤霞路分店,地址：云南省昭通市凤霞路临街商铺 ,电话：0870-2227017 ,
云南健之佳连锁健康药房有限公司泸西阿庐广场分店,地址：云南省红河州泸西县阿庐大街泸港鑫城,电话：0873-6658100 ,
云南健之佳连锁健康药房有限公司宾川南苑路分店,地址：云南省大理市宾川县南苑路县客运站对面 ,电话：0872-7313188 ,
云南健之佳连锁健康药房有限公司陆良西城路分店,地址：云南省曲靖市陆良县城西三路帝景华庭临街商铺,电话：0874-6323725 ,
云南健之佳连锁健康药房有限公司奥宸橙郡分店,地址：云南省昆明市官渡区奥宸橙郡F21楼商铺,电话：18895880862 ,
云南健之佳连锁健康药房有限公司金地山水分店,地址：云南省昆明市盘龙区人民东路398号金地山水8号商铺,电话：0871-63349923 ,
云南健之佳连锁健康药房有限公司开远强盛路分店,地址：云南省红河州开远强盛路与灵泉东路交叉口东升商住楼附1、2号商铺,电话：0873-7215477 ,
云南健之佳连锁健康药房有限公司水映长岛分店,地址：云南省昆明市官渡区双凤东路邦盛水印长岛小区1幢17号,电话：0871-67178594,
云南健之佳连锁健康药房有限公司和谐世纪红康路分店,地址：云南省昆明市盘龙区红康路和谐世纪12、13号商铺,电话：18895881056 ,
云南健之佳连锁健康药房有限公司金星西门分店,地址：云南省昆明市盘龙区金江路金星西门桥香园旁,电话：0871-65647560,
云南健之佳连锁健康药房有限公司普洱华尔兹广场分店,地址：云南省普洱市茶苑路华尔兹广场A栋1-2号,电话：0879-2200508 ,
云南健之佳连锁健康药房有限公司武定体育广场分店,地址：云南省楚雄市武定县罗鹜路嵘嘉商业广场7-6、7、8、9号商铺 ,电话：0878-8839919 ,
云南健之佳连锁健康药房有限公司高美云安分店,地址：云南省昆明市西山区昆州路高美云安商铺10号 ,电话：0871-68191547 ,
云南健之佳连锁健康药房有限公司保山建设路分店,地址：云南省保山市隆阳区建设路晶悦酒店一楼 ,电话：0875-2236638 ,
云南健之佳连锁健康药房有限公司陆良同乐路二分店,地址：云南省曲靖市陆良县同乐大道临街商铺,电话：0874-6268725,
云南健之佳连锁健康药房有限公司个旧金湖广场分店,地址：云南省红河州个旧市金湖东路181号附114号商铺,电话：13987347538 ,
云南健之佳连锁健康药房有限公司文山巴厘岛分店,地址：云南省文山州文山市巴厘岛尚都紫郡商铺 ,电话：0876-2156300 ,
云南健之佳连锁健康药房有限公司傲云峰小区分店,地址：云南省昆明市高新开发区海源北路1718号商铺,电话：0871-65345783,
云南健之佳连锁健康药房有限公司昭通北正街分店,地址：云南省昭通市北正街临街商铺,电话：15750121187 ,
云南健之佳连锁健康药房有限公司昆华分店,地址：云南省昆明市金碧路153号附12号 ,电话：18895880858 ,
云南健之佳连锁健康药房有限公司馨悦尚居分店,地址：云南省昆明市五华区黄土坡馨悦尚居4栋4-6商铺,电话：18895880923 ,
云南健之佳连锁健康药房有限公司龙泉路小菜园分店,地址：云南省昆明市龙泉路25号招待楼一层8、9、10,电话：0871-65164505,
云南健之佳连锁健康药房有限公司楚雄兆顺财富中心分店,地址：云南省楚雄市鹿城西路原三角地兆顺财富中心1幢1层临,电话：0878-3241120,
云南健之佳连锁健康药房有限公司临沧西河北路分店,地址：云南省临沧市临翔区旗山花园二期A幢104号、105号,电话：0883-2164990 ,
云南健之佳连锁健康药房有限公司果林金谷分店,地址：云南省昆明市新经济技术开发区果林金谷2栋108,109,110号商铺,电话：18895880860 ,
云南健之佳连锁健康药房有限公司开远景山花园分店,地址：云南省红河州开远市灵泉东路288号圣锦居1幢5号商铺,电话：0873-7210383,
云南健之佳连锁健康药房有限公司临沧旗山路分店,地址：云南省临沧市临翔区旗山路财富中心3号4号,电话：0883-2160012 ,
云南健之佳连锁健康药房有限公司河口槟榔路分店,地址：云南省红河州河口县槟榔路41幢1楼商铺,电话：0873-3423909 ,
云南健之佳连锁健康药房有限公司寻甸月秀分店,地址：云南省昆明市寻甸县月秀路临街商铺,电话：0871-62651945,
云南健之佳连锁健康药房有限公司文山七花南路分店,地址：云南省文山州文山县开化北路复烤厂背后 ,电话：0876-2188917 ,
云南健之佳连锁健康药房有限公司会泽通宝公园分店,地址：云南省曲靖市会泽县城北一环路西现会泽通宝路330号临街商铺,电话：0874-5687112,
云南健之佳连锁健康药房有限公司曲靖东星小区分店,地址：云南省曲靖市环东路以东东星小区东星中路四组团10号转角房,电话：0874-3288859,
云南健之佳连锁健康药房有限公司河口广龄街分店,地址：云南省红河州河口县九号路人民医院住院楼对面1层01、02室,电话：0873-3423068,
云南健之佳连锁健康药房有限公司中环金界分店,地址：云南省昆明市茭菱路与西园路交汇处中环金界一楼,电话：无,
云南健之佳连锁健康药房有限公司益龙万象城分店,地址：云南省昆明市益龙万象城2栋1层1号,电话：0871-63345507,
云南健之佳连锁健康药房有限公司星体花园北区分店,地址：云南省昆明市星体花园12-1,12-2号商铺,电话：0871-67373524,
云南健之佳连锁健康药房有限公司禄劝五星路分店,地址：云南省昆明市禄劝县城海田街2号,电话：0871-68908225,
云南健之佳连锁健康药房有限公司安宁金色时代广场分店,地址：云南省昆明市安宁市大屯新区金色时代广场第2幢第1层112号,电话：无,
云南健之佳连锁健康药房有限公司曲靖阳光御园分店,地址：云南省曲靖市曲陆高速公路1.5公里处阳光花园御园2幢第1层SP2-22号,电话：无,
云南健之佳连锁健康药房有限公司开远公务员小区分店,地址：云南省红河州开远市景山路渝景花园第一组团B幢一单元第一层10、11号铺面,电话：0873-7215808,
云南健之佳连锁健康药房有限公司官南大道分店,地址：云南省昆明市玫瑰湾一期35幢F-11号商铺,电话：0871-68385411,
云南健之佳连锁健康药房有限公司席子营长寿路分店,地址：云南省昆明市席子营二期公建5幢1层,电话：0871-65113076,
云南健之佳连锁健康药房有限公司嵩明天福佳园分店,地址：云南省昆明市嵩明县天福家园4-1、4-2、4-3号商铺,电话：0871-67920436,
云南健之佳连锁健康药房有限公司河口北山分店,地址：云南省红河州河口县北山小区北山综合市场G幢1号商铺,电话：0873-3450005,
云南健之佳连锁健康药房有限公司丽江香格里大道丽苑园分店,地址：云南省丽江市古城区西安街文汇社区香格里大道875号1-3层,电话：0888-5390756,
云南健之佳连锁健康药房有限公司宜良匡山东路分店,地址：云南省昆明市宜良商业文化中心4-6号铺面,电话：0871-67590237,
云南健之佳连锁健康药房有限公司丽江吉祥路分店,地址：云南省丽江市古城区柏栊水榭一期112-113号1-3层,电话：0888-5397998,
云南健之佳连锁健康药房有限公司会泽宝靖花园分店,地址：云南省曲靖市会泽县金钟镇西直街延长线以东临街商铺,电话：0874-5689728 ,
云南健之佳连锁健康药房有限公司弥勒俊峰花园分店,地址：云南省红河州弥勒县峻峰花园二期第二组团第十六栋58号商铺,电话：0873-6181039 ,
云南健之佳连锁健康药房有限公司曲靖都市森邻分店,地址：云南省曲靖市花果山机三厂区北侧39号临街商铺,电话：0874-3326639,
云南健之佳连锁健康药房有限公司金江小区分店,地址：云南省昆明市金江小区8号地块独商1幢1-2层商铺8-3室,电话：无,
云南健之佳连锁健康药房有限公司宣威振兴北路二分店,地址：云南省曲靖宣威市振兴北路10号,电话：0874-7201736 ,
云南健之佳连锁健康药房有限公司翡翠湾分店,地址：云南省昆明市翡翠湾七幢7-1-1号,电话：0871-65891075,
云南健之佳连锁健康药房有限公司一二一分店,地址：云南省昆明市一二一大街298号,电话：0871-65344575,
云南健之佳连锁健康药房有限公司曲靖火车站分店,地址：云南省曲靖市火车站广场旁仟源大厦一层商业区北面一层,电话：0874-3184578,
云南健之佳连锁健康药房有限公司曲靖南宁北路二分店,地址：云南省曲靖市南宁北路157号劳动就业局左数第五间、第六间临街商铺,电话：0874-3292169 ,
云南健之佳连锁健康药房有限公司宣威振兴中路二分店,地址：云南省曲靖市宣威市蓉城镇振兴街1号,电话：0874-7135509,
云南健之佳连锁健康药房有限公司保山正阳路分店,地址：云南省保山市隆阳区永昌街道办事处正阳北路117号 ,电话：0875-2205808 ,
云南健之佳连锁健康药房有限公司云大知城分店,地址：云南省昆明市云大知城商业区B-8商铺,电话：0871-67126562,
云南健之佳连锁健康药房有限公司曲靖河北商业街分店,地址：云南省曲靖市建宁西路河北商业街3号临街商铺,电话：0874-3184406,
云南健之佳连锁健康药房有限公司江东好世界分店,地址：云南省昆明市北京路江东好世界商城A-011号商铺,电话：0871-65897573,
云南健之佳连锁健康药房有限公司呈贡吴家营分店,地址：云南省昆明市呈贡新区市政机关行政中心综合楼一楼,电话：0871-63966012,
云南健之佳连锁健康药房有限公司临沧南塘街分店,地址：云南省临沧市临翔镇南塘街百货大楼商铺,电话：0883-2156226 ,
云南健之佳连锁健康药房有限公司嵩明顶秀小区分店,地址：云南省昆明市嵩明县玉明S5-4至S5-6号商铺,电话：0871-65344575,
云南健之佳连锁健康药房有限公司文山开化路土库房分店,地址：云南省文山开化路中段新锐空间一楼,电话：0876-2665211 ,
云南健之佳连锁健康药房有限公司建水永祯路二分店,地址：云南省红河州建水北正路31号,电话：0873-7620094 ,
云南健之佳连锁健康药房有限公司保山奥新三期分店,地址：云南省保山市隆阳区兰城路银河奥新45-46号商铺,电话：0875-2196658 ,
云南健之佳连锁健康药房有限公司红盛园诊所,地址：云南省昆明市高新区城市新光大厦1-2层105号、106号商铺,电话：0871-68390401 ,
云南健之佳连锁健康药房有限公司曲靖前北路分店,地址：云南省曲靖市南宁西路17号前北路四间临街商铺,电话：0874-3109028,
云南健之佳连锁健康药房有限公司江东小康城托管药房,地址：云南省昆明市五华区江东小康城A栋2单元101号商铺,电话：0871-65224180,
云南健之佳连锁健康药房有限公司昭通南顺城分店,地址：云南省昭通市南顺城街226号,电话：无,
云南健之佳连锁健康药房有限公司下关苍山路分店,地址：云南省大理州下关苍山路11号,电话：0872-2127965,
云南健之佳连锁健康药房有限公司曲靖福麟尚居分店,地址：云南省曲靖市麒麟区南宁东路47号 ,电话：0874-3109396 ,
云南健之佳连锁健康药房有限公司广福小区二期分店,地址：云南省昆明市广福小区二区7栋16号,电话：0871-64647525,
云南健之佳连锁健康药房有限公司元谋龙川街分店,地址：云南省楚雄市元谋县元马镇龙川街新世纪广场A幢商铺101号,电话：0878-8212819 ,
云南健之佳连锁健康药房有限公司楚雄永盛花园分店,地址：云南省楚雄市经济开发区太阳历大道永盛花园二期第20栋第一层18、19号,电话：0878-3363845,
云南健之佳连锁健康药房有限公司财富中心分店,地址：云南省昆明市北辰财富中心C幢一层105号,电话：0871-65716361,
云南健之佳连锁健康药房有限公司金庄路分店,地址：云南省昆明市金实小区华春园金庄路21号商网,电话：0871-65623440,
云南健之佳连锁健康药房有限公司曲靖南关村二分店,地址：云南省曲靖市南关村310、311、312号临街商铺,电话：0874-3210655,
云南健之佳连锁健康药房有限公司文山城南分店,地址：云南省文山市开化南路泰康小区一组团34号,电话：0876-2662426 ,
云南健之佳连锁健康药房有限公司云南映像C区分店,地址：云南省昆明市穿金路764号云南映象主题文化小区一期47栋9、10号,电话：0871-65010953,
云南健之佳连锁健康药房有限公司保山太保北路书香和园分店,地址：云南省保山市隆阳区太保北路书香和园,电话：0875-2133768 ,
云南健之佳连锁健康药房有限公司昆钢悠然天地分店,地址：云南省昆明市昆钢悠然天地小区1幢2号,电话：0871-68704229 ,
云南健之佳连锁健康药房有限公司中央丽城分店,地址：云南省昆明市西昌路33号中央丽城E幢69、70号,电话：0871-64194608,
云南健之佳连锁健康药房有限公司建水广池宫分店,地址：云南省红河州红河建水县广池宫小区建行住宅 ,电话：0873-7626198 ,
云南健之佳连锁健康药房有限公司建设路博仁堂分店,地址：云南省昆明市一二一大街298号,电话：0871-65302257,
云南健之佳连锁健康药房有限公司下关泰安南路分店,地址：云南省大理市下关泰安南路3幢一层,电话：0872-2131528,
云南健之佳连锁健康药房有限公司下关巍山路天井村分店,地址：云南省大理州下关巍山路325号,电话：0872-2323322 ,
云南健之佳连锁健康药房有限公司蒙自文翠民安路分店,地址：云南省红河哈尼彝族自治州蒙自民安路11号,电话：0873-3740109 ,
云南健之佳连锁健康药房有限公司景洪鑫源银座分店,地址：云南省西双版纳景洪市勐泐大道景洪客运站对面鑫源银座,电话：0691-2203505 ,
云南健之佳连锁健康药房有限公司蒙自州公务员小区分店,地址：云南省红河蒙自市红河州公务员小区康达商务楼,电话：0873-3741309 ,
云南健之佳连锁健康药房有限公司芒市南蚌路分店,地址：云南省德宏州芒市南蚌路丰乐超市旁,电话：0692-2931289,
云南健之佳连锁健康药房有限公司楚雄紫溪沃尔玛分店,地址：云南省楚雄市紫溪商业中心沃尔玛内,电话：0878-3164475,
云南健之佳连锁健康药房有限公司下关泰安桥分店,地址：云南省大理市下关泰安桥水岸馨园亚方舟A区商铺11号,电话：0872-2212518 ,
云南健之佳连锁健康药房有限公司威远街分店,地址：云南省昆明市威远街63号,电话：0871-63644329,
云南健之佳连锁健康药房有限公司下关龙兴园分店,地址：云南省大理市下关嘉士伯大道龙瑞二期,电话：0872-2357016,
云南健之佳连锁健康药房有限公司开远落云路分店,地址：云南省红河州开远市落云路泸江三期满302幢14号,电话：0873-7179061 ,
云南健之佳连锁健康药房有限公司宣威振兴南路分店,地址：云南省曲靖市宣威市振兴南路临街商铺,电话：0874-7172406,
云南健之佳连锁健康药房有限公司会泽西来寺分店,地址：云南省曲靖市会泽县钟屏路临街商铺,电话：0874-5505338 ,
云南健之佳连锁健康药房有限公司保山隆阳路分店,地址：云南省保山市隆阳路与太保路交叉口,电话：0875-2200768,
云南健之佳连锁健康药房有限公司景洪勐泐商业广场分店,地址：云南省西双版纳景洪市民航路勐泐商业广场,电话：0691-2206235 ,
云南健之佳连锁健康药房有限公司昭通欣欣花园分店,地址：云南省昭通市海楼路欣欣花园小区C1幢1楼5号,电话：0870-2833416,
云南健之佳连锁健康药房有限公司丽江祥云街吉祥苑分店,地址：云南省丽江市祥云街吉祥苑,电话：0888-5131934,
云南健之佳连锁健康药房有限公司安宁保利宁湖分店,地址：云南省昆明安宁市宁湖路1号保利宁湖峰境-加州红街商铺B-25号,电话：0871-68687487,
云南健之佳连锁健康药房有限公司昭通朱堤步行街分店,地址：云南省昭通市朱堤商业步行街临街商铺,电话：无,
云南健之佳连锁健康药房有限公司曲靖书院路分店,地址：云南省曲靖市书院路39号,电话：0874-3199068,
云南健之佳连锁健康药房有限公司赢城洋楼分店,地址：云南省昆明市盘龙区白云路赢城洋楼3号商铺,电话：0871-65721931,
云南健之佳连锁健康药房有限公司邮电大楼分店,地址：云南省昆明市北京路447-455号房屋一楼2间,电话：0871-63169783,
云南健之佳连锁健康药房有限公司和谐世纪红园分店,地址：云南省昆明市盘龙区银河大道和谐世纪红园路653号商铺,电话：0871-65225470,
云南健之佳连锁健康药房有限公司陆良老鹰花园分店,地址：云南省曲靖市陆良县同乐大道临街商铺,电话：0874-6932808,
云南健之佳连锁健康药房有限公司呈贡云师大东区分店,地址：云南省昆明市呈贡新区云南师范大学东校区,电话：0871-65942945,
云南健之佳连锁健康药房有限公司寻甸温商财富中心分店,地址：云南省昆明市寻甸县凤梧路寻甸温商财富广场第壹层1-03号,电话：0871-62653117,
云南健之佳连锁健康药房有限公司呈贡雨花毓秀北街分店,地址：云南省昆明市呈贡新区雨花毓秀中街临街商铺124号,电话：0871-65952439,
云南健之佳连锁健康药房有限公司泸西购物广场分店,地址：云南省红河哈尼族彝族自治州泸西县中枢镇九华路C幢C-1、2、3、4号商铺,电话：0873-6628363 ,
云南健之佳连锁健康药房有限公司时代风华2期分店,地址：云南省昆明市时代风华二期多层12幢3号、4号商铺,电话：0871-64571795,
云南健之佳连锁健康药房有限公司南亚风情第壹城分店,地址：云南省昆明市滇池路南亚风情第壹城A2中央商业广场地下一层A2-B1-35号商铺,电话：0871-64568687,
云南健之佳连锁健康药房有限公司景洪白象城分店,地址：云南省西双版纳景洪市宣慰大道87号,电话：0691-2295995,
云南健之佳连锁健康药房有限公司昭通辕门口分店,地址：云南省昭通市北正街381、383号,电话：0870-2129883,
云南健之佳连锁健康药房有限公司玉溪龙马路翡翠园分店,地址：云南省玉溪市红塔区玉房翡翠园104号,电话：无,
云南健之佳连锁健康药房有限公司解甲园分店,地址：云南省昆明市穿金路解甲园小区临街5号,电话：0871-65096408,
云南健之佳连锁健康药房有限公司芒市阔时路分店,地址：云南省德宏州潞西市芒市镇阔时路64号,电话：0692-2119263,
云南健之佳连锁健康药房有限公司保山人民路分店,地址：云南省保山市隆阳区人民路16号,电话：0875-2205296,
云南健之佳连锁健康药房有限公司理想小镇分店,地址：云南省昆明市理想小镇三号商铺3-21、3-22号,电话：0871-64597498,
云南健之佳连锁健康药房有限公司陆良鑫城国际分店,地址：云南省曲靖市陆良县鑫城国际1、2号商铺,电话：无,
云南健之佳连锁健康药房有限公司禄劝秀屏2店,地址：云南省昆明市禄劝彝族苗族自治县屏山镇秀屏路18号,电话：0871-68910846,
云南健之佳连锁健康药房有限公司星体花园分店,地址：云南省昆明市新亚洲体育城星体花园37-02号,电话：0871-63837601,
云南健之佳连锁健康药房有限公司曲靖汇东小区分店,地址：云南省曲靖市南宁南路花柯新村1幢第1-2层,电话：0874-6163063,
云南健之佳连锁健康药房有限公司富源金牛小区分店,地址：云南省曲靖市富源县中安镇胜境街92号,电话：0874-4623449,
云南健之佳连锁健康药房有限公司东川水务大厦分店,地址：云南省昆明市东川区铜都镇古铜路上段牯牛天骄商住办公楼第005号,电话：0871-62157383,
云南健之佳连锁健康药房有限公司新平文化路分店,地址：云南省玉溪市新平县桂山镇花苑商城,电话：0877-7015188,
云南健之佳连锁健康药房有限公司白龙苑分店,地址：云南省昆明市白龙寺297号白龙一号苑,电话：0871-63803960,
云南健之佳连锁健康药房有限公司保山新桥路分店,地址：云南省保山市隆阳区同仁街与南环东南新桥路,电话：0875-2136958 ,
云南健之佳连锁健康药房有限公司元谋广场分店,地址：云南省楚雄市元谋县发祥路与陇川街交汇口9、10、11号,电话：0878-8216697,
云南健之佳连锁健康药房有限公司玉溪西菱巷分店,地址：云南省玉溪市红塔区玉带路11号,电话：0877-2792816,
云南健之佳连锁健康药房有限公司云山沃尔玛分店,地址：云南省昆明市西郊明波土堆村50号地上三层第316号,电话：0871-68192343,
云南健之佳连锁健康药房有限公司富民荣兴花苑分店,地址：云南省昆明市富民县永定镇环城西路荣兴花苑1幢1-2层4、5号,电话：0871-68810783,
云南健之佳连锁健康药房有限公司曲靖丰合明园分店,地址：云南省曲靖市太和东路南侧丰合明园1号,电话：0874-3183226,
云南健之佳连锁健康药房有限公司曲靖一城山水分店,地址：云南省曲靖市南片区开发区环南路一城山水A-21、22号,电话：0874-3255802,
云南健之佳连锁健康药房有限公司石屏焕文路分店,地址：云南省红河州石屏县焕文路66号西门农贸市场内A7、B6,电话：0873-4854490,
云南健之佳连锁健康药房有限公司文山龙景园健康广场分店,地址：云南省文山州文山龙景园商铺外1、2、3号,电话：0876-2663927,
云南健之佳连锁健康药房有限公司元谋新天地分店,地址：云南省楚雄市元谋新天地2幢2-01号,电话：0878-8223566,
云南健之佳连锁健康药房有限公司蒙自北京路分店,地址：云南省红河州蒙自县北京路风尚国际小区白马堡幢1层C101号,电话：0873-3744882,
云南健之佳连锁健康药房有限公司保山九龙新天地分店,地址：云南省保山市九龙路九龙新天地远卓商业广场,电话：0875-2226388,
云南健之佳连锁健康药房有限公司光辉城市沃尔玛分店,地址：云南省昆明市西山区拥护社区居民委员会拥护村理想城市花园地下一层,电话：0871-68572650,
云南健之佳连锁健康药房有限公司石屏湖滨路分店,地址：云南省红河州石屏县异龙镇湖滨路恒丰E号楼二区A幢一单元3、4号,电话：0873-4847315,
云南健之佳连锁健康药房有限公司建水丰泰路分店,地址：云南省红河州建水县丰泰路7号,电话：0873-7619936,
云南健之佳连锁健康药房有限公司宣威振兴中路分店,地址：云南省曲靖宣威市振兴中路601号,电话：0874-7137207,
云南健之佳连锁健康药房有限公司澄江劝学街分店,地址：云南省玉溪市澄江县环城北路41号,电话：0877-6614216,
