大参林医药集团股份有限公司太平店,地址：广东省湛江市麻章区太平镇供销街11号 ,电话：0759-2866168 ,
大参林医药集团股份有限公司东华西店,地址：广东省广州市越秀区东华西路112号（三角市公共汽车站旁） ,电话：020-83851497 ,
珠海市济生医药连锁有限公司济生医药大坊街分店,地址：广东省珠海市香洲区前山翠微村大坊街14号首层,电话：0756-8531662,
大参林医药集团股份有限公司红卫店,地址：广东省广州市海珠区红卫新村南华大街20巷1号 ,电话：020-34044273 ,
大参林医药集团股份有限公司西牛角店,地址：广东省广州市白云区京溪村西牛大道25号 ,电话：020-37381433 ,
大参林医药集团股份有限公司五羊店,地址：广东省广州市越秀区五羊新城寺右新马路136号首层东 ,电话：020-87370119 ,
大参林医药集团股份有限公司太和店,地址：广东省广州市太和中路163、165号（莲香楼食品厂门口旁） ,电话：020-87425782 ,
珠海市济生医药连锁有限公司济生医药茅湾市场分店,地址：广东省中山市三乡镇茅湾农贸市场57、58、59号商铺,电话：0760-86380391,
大参林医药集团股份有限公司石岗店,地址：广东省广州市海珠区石岗路90号 ,电话：020-34131275 ,
大参林医药集团股份有限公司广州前进店,地址：广东省广州市海珠区前进路万松园17号 ,电话：020-34149129 ,
大参林医药集团股份有限公司云山诗意店,地址：广东省广州市白云区黄边北路云山诗意社区棋乐居5-8栋首层04B号,电话：020-36786949 ,
大参林医药集团股份有限公司环市西店,地址：广东省广州市荔湾区龙津东路891号 ,电话：020-81840261 ,
珠海市济生医药连锁有限公司济生医药家庆居分店,地址：广东省中山市三乡镇欣荣路66号家庆居1B号楼33－34卡,电话：0760-86380381,
珠海市济生医药连锁有限公司济生医药官塘分店,地址：广东省珠海市香洲区金鼎官塘北庙新村82号（南面首层）,电话：0756-3390632,
大参林医药集团股份有限公司黄石东店,地址：广东省广州市白云区黄石东路151-153号 ,电话：020-36366265 ,
大参林医药集团股份有限公司江南中店,地址：广东省广州市海珠区江南大道中路108号首层（绿茵阁和证劵公司之间） ,电话：020-84481779 ,
珠海市济生医药连锁有限公司济生医药乾务分店,地址：广东省珠海市斗门区乾务镇乾务南中路1号1层南03层商铺,电话：0756-5585009,
珠海市济生医药连锁有限公司济生医药景和街分店,地址：广东省珠海市香洲区吉大景和街77－9号铺,电话：0756-3253845,
大参林医药集团股份有限公司后窖西店,地址：广东省广州市海珠区后窖西大街84号 ,电话：020-84166361 ,
大参林医药集团股份有限公司南簊店,地址：广东省广州市海珠区纸厂南簊路5号首层 ,电话：020-84312201 ,
大参林医药集团股份有限公司龙津东店,地址：广东省广州市荔湾区龙津东路891号 ,电话：020-81840261 ,
珠海市济生医药连锁有限公司济生医药东第花园分店,地址：广东省珠海市斗门区白蕉路3121号铺,电话：0756-3971008,
大参林医药集团股份有限公司江海大道中店,地址：广东省广州市海珠区红卫新村第九经济社西华南路8号一楼 ,电话：020-84171774 ,
大参林医药集团股份有限公司江南西店,地址：广东省广州市海珠区江南大道中聚源里1、2号 ,电话：020-84492235 ,
珠海市济生医药连锁有限公司济生医药夏湾济德分店,地址：广东省珠海市香洲区拱北夏湾东升西街31号首层南2铺,电话：0756-8890087,
珠海市济生医药连锁有限公司济生医药福溪村分店,地址：广东省珠海市香洲区前山福溪村村大街3号铺,电话：0756-8586002,
珠海市济生医药连锁有限公司济生医药东坑分店,地址：广东省珠海市前山区东坑新五街66号商铺,电话：0756-8618037,
大参林医药集团股份有限公司昌岗中店,地址：广东省广州市海珠区昌岗中路102号大院首层1-6铺 ,电话：020-84306403 ,
大参林医药集团股份有限公司广园西店,地址：广东省广州市白云区广园西路20号佰特中心一楼 ,电话：020-86500539 ,
珠海市济生医药连锁有限公司济生医药六乡分店,地址：广东省珠海市斗门区白蕉镇六乡大道1270号首层商铺,电话：0756-5589007,
珠海市济生医药连锁有限公司济生医药锦绣阳光分店,地址：广东省中山市坦洲镇锦绣阳光花园春满苑2座97、98号铺,电话：0760-86789012,
大参林医药集团股份有限公司中山六店,地址：广东省广州市越秀区中山六路167号 ,电话：020-83338826 ,
珠海市济生医药连锁有限公司济生医药竹苑分店,地址：广东省珠海市香洲区吉大九洲大道中龙兴街3号1单元1号铺,电话：0756-8120796,
珠海市济生医药连锁有限公司济生医药现代花园分店,地址：广东省中山市坦洲镇永二村现代花园4幢11卡商铺,电话：0756-8599362,
珠海市济生医药连锁有限公司济生医药南村分店,地址：广东省珠海市香洲区香桦路399号新城市中心广场1-3栋,电话：0756-2523192,
珠海市济生医药连锁有限公司济生医药名都分店,地址：广东省珠海市香洲区人民东路285号铺,电话：0756-2278092,
珠海市济生医药连锁有限公司济生医药中兴村分店,地址：广东省珠海市香洲区珠海上冲中兴一街一号,电话：0756-8980232,
珠海市济生医药连锁有限公司济生医药济惠分店,地址：广东省中山市坦洲镇中澳新城翠湖居10号铺,电话：0760-86786950,
珠海市济生医药连锁有限公司济生医药环屏路分店,地址：广东省珠海市香洲区南屏镇南屏环屏路二街10号,电话：0756-8685192,
珠海市济生医药连锁有限公司济生医药鸿泰分店,地址：广东省珠海市香洲区朗柠路8号铺,电话：0756-2316192,
珠海市济生医药连锁有限公司济生医药济荣分店,地址：广东省中山市坦洲镇锦阳路2号2卡,电话：0760-86786557,
珠海市济生医药连锁有限公司济生医药白藤头分店,地址：广东省珠海市斗门区丹南白藤头二路7号1栋1、2号铺,电话：0756-3963883,
珠海市济生医药连锁有限公司济生医药济群分店,地址：广东省中山市坦洲镇南坦路9号海伦花园20座139号商铺,电话：0760-86732056,
珠海市济生医药连锁有限公司济生医药虎山分店,地址：广东省珠海市斗门区乾务镇虎山村市场北面115、116号商铺,电话：0756-5573262,
珠海市济生医药连锁有限公司济生医药仁恒星园分店,地址：广东省珠海市香洲区新香洲人民西路仁恒星园商业街B区一层471、473、475号,电话：0756-2608213,
珠海市济生医药连锁有限公司济生医药桃源居分店,地址：广东省珠海市斗门区白蕉城东连兴一路88号90＃铺,电话：0756-5510629,
珠海市济生医药连锁有限公司济生医药梅花村分店,地址：广东省珠海市香洲区前山梅花村,电话：0756-8629382,
珠海市济生医药连锁有限公司济生医药正街分店,地址：广东省珠海市香洲区南香洲屏十二村正大街二巷27号A首层商铺,电话：0756-8670722,
珠海市济生医药连锁有限公司济生医药南湖分店,地址：广东省珠海市斗门区白蕉镇桥湖南路13号第一层铺,电话：0756-5502313,
珠海市济生医药连锁有限公司济生医药昌业分店,地址：广东省珠海市香洲区昌业路68A号商铺,电话：0756-6151011,
珠海市济生医药连锁有限公司济生医药欣扬分店,地址：广东省中山市坦洲镇申堂村佳民城百货店商场左侧之2号铺,电话：0760-86634049,
珠海市济生医药连锁有限公司济生医药三灶分店,地址：广东省珠海市金湾区三灶镇金海岸海华新村34栋（综合楼C座）2-3号商铺,电话：0756-7610322,
珠海市济生医药连锁有限公司济生医药成丰园分店,地址：广东省珠海市香洲区南屏十二村成丰园西103号首层商铺,电话：0756-8682292,
珠海市济生医药连锁有限公司济生医药济民分店,地址：广东省中山市坦洲镇七村永粉路13号首层,电话：0760-86786156,
珠海市济生医药连锁有限公司济生医药济升分店,地址：广东省珠海市香洲区吉大九洲大道东1026号,电话：0756-3370489,
珠海市济生医药连锁有限公司济生医药南门分店,地址：广东省珠海市斗门区斗门镇大道北167号首层两间铺,电话：0756-5793832,
珠海市济生医药连锁有限公司济生医药平沙分店,地址：广东省珠海市金湾区平沙镇美平东路弘基华庭,电话：0756-7756362,
珠海市济生医药连锁有限公司济生医药南屏市场分店,地址：广东省珠海市香洲区南屏镇北大街8号首层第3,4间铺位,电话：0756-8888642,
珠海市济生医药连锁有限公司济生医药南水新村分店,地址：广东省珠海市金湾区南水镇南水新村123号,电话：0756-7268552,
珠海市济生医药连锁有限公司济生医药吉莲分店,地址：广东省珠海市香洲区吉大白莲路吉莲综合楼B座首层1#铺,电话：0756-3332272,
珠海市济生医药连锁有限公司济生医药神宥南分店,地址：广东省中山市神湾镇宥南村神湾大道好世界酒店对面,电话：0760-86735116,
珠海市济生医药连锁有限公司济生医药华南分店,地址：广东省珠海市香洲区梅华东路204-1号商铺,电话：0756-2232022,
珠海市济生医药连锁有限公司济生医药南水分店,地址：广东省珠海市金湾区高栏港经济区南水南港东路南侧珠海安宇企业有限公司综合楼,电话：0756-7712932,
珠海市济生医药连锁有限公司济生医药五福分店,地址：广东省珠海市斗门区井岸镇五福村2号综合楼福临居首层之3,4号铺,电话：0756-5133735,
珠海市济生医药连锁有限公司济生医药水翁坑分店,地址：广东省珠海市香洲区水翁坑梅华东路8号10栋101房,电话：0756-2269522,
珠海市济生医药连锁有限公司济生医药兰埔市场分店,地址：广东省珠海市香洲区九洲大道西2104号之一铺,电话：0756-8631102,
珠海市济生医药连锁有限公司济生医药科技新村分店,地址：广东省珠海市香洲区南屏科技新村商业街145、147号商铺,电话：0756-8689622,
珠海市济生医药连锁有限公司济生医药凤鸣市场分店,地址：广东省珠海市金湾区三灶镇凤鸣路凤鸣农贸市场5号楼02号,电话：0756-7763355,
珠海市济生医药连锁有限公司济生医药成裕新村分店,地址：广东省珠海市斗门区白蕉镇成裕新村大道南一巷1号,电话：0756-5223122,
珠海市济生医药连锁有限公司济生医药嘉园分店,地址：广东省珠海市香洲区翠微西路688号-111商铺,电话：0756-8654622,
珠海市济生医药连锁有限公司济生医药北山分店,地址：广东省珠海市香洲区北山市场综合楼一楼内西北边间厅1号商铺,电话：0756-8671622,
珠海市济生医药连锁有限公司济生医药日东分店,地址：广东省珠海市香洲区吉大日东花园2-6号首层25-26号铺,电话：0756-3225722,
珠海市济生医药连锁有限公司济生医药翠华新村分店,地址：广东省珠海市香洲区前山人民西路翠华新村三区9号楼S14号商铺,电话：0756-2610622,
珠海市济生医药连锁有限公司济生医药金竹分店,地址：广东省珠海市金湾区三灶镇机场西路152号金竹大厦8号,电话：0756-7763816,
珠海市济生医药连锁有限公司济生医药翠前北分店,地址：广东省珠海市香洲区前山翠前北路113号商铺,电话：0756-8632322,
珠海市济生医药连锁有限公司济生医药金涛园分店,地址：广东省珠海市金湾区红旗镇一路12号铺,电话：0756-7798702,
珠海市济生医药连锁有限公司济生医药造贝分店,地址：广东省珠海市香洲区前山造贝市场1栋第一层第九号商铺,电话：0756-8638622,
珠海市济生医药连锁有限公司济生医药新区分店,地址：广东省珠海市斗门区井岸镇新青村新区路北一巷50号首层,电话：0756-5218322,
珠海市济生医药连锁有限公司济生医药西埔分店,地址：广东省珠海市斗门区井岸镇西铺村文明路一巷5号,电话：0756-5121622,
珠海市济生医药连锁有限公司济生医药金发分店,地址：广东省珠海市香洲区金鼎金发工业区金发市场首层3号铺,电话：0756-3395538,
珠海市济生医药连锁有限公司济生医药坦洲分店,地址：广东省中山市坦洲镇南坦路225号,电话：0760-86639242,
珠海市济生医药连锁有限公司济生医药田德分店,地址：广东省珠海市香洲区逸仙路266号39号商铺（田德花园）,电话：0756-8517900,
珠海市济生医药连锁有限公司济生医药格力康园分店,地址：广东省珠海市香洲区金鸡西路格力康乐园6栋首层2号铺,电话：0756-8589622,
珠海市济生医药连锁有限公司济生医药富豪分店,地址：广东省珠海市香洲区人民西路1004号商铺,电话：0756-8513055,
珠海市济生医药连锁有限公司济生医药安堂村分店,地址：广东省珠海市三灶镇海澄安堂村临时商铺第二栋第一层2号商铺,电话：0756-7622522,
珠海市济生医药连锁有限公司济生医药银石济合分店,地址：广东省珠海市香洲区九洲大道西银石雅园13栋3003铺,电话：0756-8585722,
珠海市济生医药连锁有限公司济生医药斗门荔山分店,地址：广东省珠海市斗门区五山镇荔山村之一,电话：0756-5571079,
珠海市济生医药连锁有限公司济生医药斗门新青分店,地址：广东省珠海市斗门区新青三路1号幢,电话：0756-5123026,
珠海市济生医药连锁有限公司济生医药界涌分店,地址：广东省珠海市香洲区界涌市场商业街,电话：0756-8618291,
珠海市济生医药连锁有限公司济生医药神湾分店,地址：广东省中山市神湾镇新市场高康标、高康寿商住楼一层,电话：0760-86607622,
珠海市济生医药连锁有限公司济生医药红旗分店,地址：广东省珠海市金湾区红旗镇藤山壹路148号（红旗小学对面）,电话：0756-7798862,
珠海市济生医药连锁有限公司济生医药翠华分店,地址：广东省珠海市香洲区前山明珠北路3082号,电话：0756-8608364,
珠海市济生医药连锁有限公司济生医药十二村分店,地址：广东省珠海市香洲区南屏十二村成丰园中28号,电话：0756-8699387,
珠海市济生医药连锁有限公司济生医药前山济慈分店,地址：广东省珠海市香洲区前山路37号43#（前山市场对面）,电话：0756-8619331,
珠海市济生医药连锁有限公司济生医药恒雅分店,地址：广东省珠海市香洲区梅华西路2428号,电话：0756-8533612,
珠海市济生医药连锁有限公司济生医药高沙分店,地址：广东省珠海市香洲区拱北粤华路31号,电话：0756-8110977,
珠海市济生医药连锁有限公司济生医药紫荆分店,地址：广东省珠海市香洲区兴华路94号（紫荆园4号A2号铺）,电话：0756-2231872,
珠海市济生医药连锁有限公司济生医药翠微分店,地址：广东省珠海市香洲区前山明珠南路3196号,电话：0756-8508627,
珠海市济生医药连锁有限公司济生医药海莲分店,地址：广东省珠海市香洲区吉大白莲路18号,电话：0756-3232707,
珠海市济生医药连锁有限公司济生医药中珠分店,地址：广东省珠海市香洲区拱北粤海中路2187号,电话：0756-8509612,
珠海市济生医药连锁有限公司济生医药柠溪总店,地址：广东省珠海市香洲区柠溪路198-200号,电话：0756-2315304,
珠海市济生医药连锁有限公司济生医药明珠分店,地址：广东省珠海市香洲区明珠北路145号棕榈假日花园75号商铺,电话：0756-8971876,
珠海市济生医药连锁有限公司济生医药广场分店,地址：广东省珠海市香洲区唐家商业广场C栋14B#商铺,电话：0756-3319612,
珠海市济生医药连锁有限公司济生医药富康分店,地址：广东省珠海市香洲区心华路富康花园12#楼48号,电话：0756-2630229,
珠海市济生医药连锁有限公司济生医药为农分店,地址：广东省珠海市香洲区为农街50号,电话：0756-2138813,
珠海市济生医药连锁有限公司济生医药翠前分店,地址：广东省珠海市香洲区人民西路885号,电话：0756-8656222,
珠海市济生医药连锁有限公司济生医药广昌分店,地址：广东省珠海市香洲区南屏广昌市场一楼5号铺（翠湾站下）,电话：0756-8699897,
珠海市济生医药连锁有限公司济生医药兰埔分店,地址：广东省珠海市香洲区前山兰埔村东侧东城花园A栋首层18号,电话：0756-8893802,
珠海市济生医药连锁有限公司济生医药翠珠分店,地址：广东省珠海市香洲区人民西路翠珠花园1#栋957、959号,电话：0756-8501622,
珠海市济生医药连锁有限公司济生医药丹田分店,地址：广东省珠海市香洲区凤凰路1050号,电话：0756-2231482,
珠海市济生医药连锁有限公司济生医药白蕉分店,地址：广东省珠海市斗门区白蕉沿江路605号开发区,电话：0756-5515871,
珠海市济生医药连锁有限公司济生医药香桦分店,地址：广东省珠海市香洲区香华路花园市场第一层（3-6）号铺,电话：0756-2517622,
珠海市济生医药连锁有限公司济生医药粤海分店,地址：广东省珠海市香洲区拱北粤海东路1143号,电话：0756-8156122,
珠海市济生医药连锁有限公司济生医药富康苑分店,地址：广东省珠海市香洲区翠微东路441号,电话：0756-8535082,
珠海市济生医药连锁有限公司济生医药海珠分店,地址：广东省珠海市香洲区吉大九洲大道中1136号,电话：0756-3331199,
珠海市济生医药连锁有限公司济生医药骏发分店,地址：广东省珠海市香洲区拱北联安路233号,电话：0756-8884203,
珠海市济生医药连锁有限公司济生医药金鼎分店,地址：广东省珠海市香洲区金鼎镇金鼎花园A栋A3,电话：0756-3384622,
珠海市济生医药连锁有限公司济生医药华海分店,地址：广东省珠海市香州区华海路93号,电话：0756-2112162,
珠海市济生医药连锁有限公司济生医药华达分店,地址：广东省珠海市香洲区拱北港三路268号,电话：0756-8126228,
珠海市济生医药连锁有限公司济生医药北环分店,地址：广东省珠海市香洲区柠溪北环街102号,电话：0756-2315612,
珠海市济生医药连锁有限公司济生医药桃园分店,地址：广东省珠海市香洲区紫荆路22号,电话：0756-2224122,
珠海市济生医药连锁有限公司济生医药富和分店,地址：广东省珠海市香洲区文贤路98号,电话：0756-2267600,
珠海市济生医药连锁有限公司济生医药香溪分店,地址：广东省珠海市香洲区香溪路152号,电话：0756-2316732,
珠海市济生医药连锁有限公司济生医药碧海分店,地址：广东省珠海市香洲区东风路5号,电话：0756-2238281,
珠海市济生医药连锁有限公司济生医药唐家分店,地址：广东省珠海市香洲区唐家湾镇唐家乐园路食品公司大楼台01号商铺,电话：0756-3317622,
珠海市济生医药连锁有限公司济生医药莲塘分店,地址：广东省珠海市香洲区莲塘金莲路77号,电话：0756-8613822,
珠海市济生医药连锁有限公司济生医药香隆分店,地址：广东省珠海市香洲区红山路26号10栋商铺,电话：0756-2636872,
珠海市济生医药连锁有限公司济生医药大布分店,地址：广东省中山市三乡镇欣荣路14号 大布工业中心32号 ,电话：0760-86329722,
珠海市济生医药连锁有限公司济生医药银苑分店,地址：广东省珠海市香洲区前山金鸡路647号,电话：0756-8506922,
珠海市济生医药连锁有限公司济生医药北岭分店,地址：广东省珠海市香洲区拱北岭南路55号5号商铺,电话：0756-8139732,
珠海市济生医药连锁有限公司济生医药嘉怡分店,地址：广东省珠海市香洲区新香洲怡华街129号,电话：0756-2634622,
珠海市济生医药连锁有限公司济生医药上冲分店,地址：广东省珠海市香洲区广珠路喜迎居A7号,电话：0756-8658622,
珠海市济生医药连锁有限公司济生医药翠怡分店,地址：广东省珠海市香洲区前山翠前北路122号,电话：0756-8507622,
珠海市济生医药连锁有限公司济生医药吉大总店,地址：广东省珠海市香洲区吉大景山路97号,电话：0756-3342622,
大参林医药集团股份有限公司清远英德明珠店,地址：广东省清远市英城建设路西怡花园A3、4幢111号 ,电话：0763-2666149 ,
大参林医药集团股份有限公司连山金丰店,地址：广东省清远市连山县吉田镇鹿鸣中路莲花大厦首层103{连山车站对面} ,电话：0763-8732086 ,
大参林医药集团股份有限公司清远连州建国店,地址：广东省清远市连州市建国北路109、111号 ,电话：0763-6636236 ,
大参林医药集团股份有限公司清远山塘新兴店,地址：广东省清远市清新县山塘镇新兴综合市场侧左入口2-3卡 ,电话：0763-5282267 ,
大参林医药集团股份有限公司清远禾顺塘店,地址：广东省清远市清城区禾顺塘一座3号 ,电话：0763-3339707 ,
大参林医药集团股份有限公司清远浸潭黄沙店,地址：广东省清远市清新县浸潭黄沙坝E141 ,电话：0763-5630839 ,
大参林医药集团股份有限公司清远英德黄花店,地址：广东省清远市英德市明迳镇（即黄花镇）新市场 ,电话：0763-2561392 ,
大参林医药集团股份有限公司清远太平西闸店,地址：广东省清远市清新县太平镇西闸街73号 ,电话：0763-5773578 ,
大参林医药集团股份有限公司清远东城店,地址：广东省清远市清城区东城街办东岗二路89号 ,电话：0763-3339772 ,
大参林医药集团股份有限公司清远石角二店,地址：广东省清远市清城区石角镇福源街十二幢首层第六铺 ,电话：0763-3339757 ,
大参林医药集团股份有限公司清远石潭永安店,地址：广东省清远市清新县石潭镇永安街28号 ,电话：0763-3339770 ,
大参林医药集团股份有限公司清远银盏店,地址：广东省清远市清城区龙塘镇银盏新集镇89号 ,电话：0763-3682588 ,
大参林医药集团股份有限公司清远英德白沙店,地址：广东省清远市英德市白沙镇太平街新华路 ,电话：0763-2811114 ,
大参林医药集团股份有限公司清远三坑店,地址：广东省清远市清新县三坑镇三坑圩右二幢首层第六铺 ,电话：0763-5866027 ,
大参林医药集团股份有限公司清远梁围店,地址：广东省清远市清城区梁围一街2号首层101 ,电话：0763-3304128 ,
大参林医药集团股份有限公司清远山塘新基店,地址：广东省清远市清新县山塘镇新基路26号 ,电话：0763-5282024 ,
大参林医药集团股份有限公司清远曙光店,地址：广东省清远市清城区学宫街39号 ,电话：0763-3331267 ,
大参林医药集团股份有限公司清远环城北店,地址：广东省清远市清城区西门塘A8号区136号楼4-5卡 ,电话：0763-3339770 ,
大参林医药集团股份有限公司清远新城店,地址：广东省清远市清城区新城东3号区66栋之二首层第二卡 ,电话：0763-3339750 ,
大参林医药集团股份有限公司清远太平商业街店,地址：广东省清远市清新县太平镇商业街D幢119号 ,电话：0763-5775789 ,
大参林医药集团股份有限公司清远清新桥苑店,地址：广东省清远市清新县太和镇侨苑街清晖豪苑C幢首层102# ,电话：0763-5830510 ,
大参林医药集团股份有限公司佛冈汤塘店,地址：广东省清远市佛冈县汤塘镇汤泉西路17号 ,电话：0763-4634463 ,
大参林医药集团股份有限公司清远清新滨江店,地址：广东省清远市清新县太和镇十二区明霞停车场临铺首层1-2 ,电话：0763-5816096 ,
大参林医药集团股份有限公司清远英德大湾店,地址：广东省清远市英德市大湾振兴街41号 ,电话：0763-2821682 ,
大参林医药集团股份有限公司英德青塘店,地址：广东省清远市英德市青塘镇广韶中路 ,电话：0763-2721249 ,
大参林医药集团股份有限公司佛冈建设店,地址：广东省清远市佛冈县石角镇(佛冈县县城)建设路295号. ,电话：0763-4274822 ,
大参林医药集团股份有限公司清远英德黎溪店,地址：广东省清远市英德市黎溪镇幸福路糖烟酒楼101-102号 ,电话：0763-2802301 ,
大参林医药集团股份有限公司清远英德桥头店,地址：广东省清远市英德市桥头镇桥东路 ,电话：0763-2702456 ,
大参林医药集团股份有限公司阳山江英店,地址：广东省清远市阳山县江英镇江英大街北侧 ,电话：0763-7662589 ,
大参林医药集团股份有限公司清远连南寨岗店,地址：广东省清远市连南寨岗镇商业街 ,电话：0763-8477779 ,
大参林医药集团股份有限公司清远太阳岛店,地址：广东省清远市清城区先锋东路银信大厦之二首层之七、八、九、十及银信大厦之三首层,电话：0763-3339706 ,
大参林医药集团股份有限公司佛冈建设二店,地址：广东省清远市佛冈县石角镇建设路113号首层 ,电话：0763-4296080 ,
大参林医药集团股份有限公司英德望埠店,地址：广东省清远市望埠镇祥和南路 ,电话：0763-2581567 ,
大参林医药集团股份有限公司阳山城南店,地址：广东省清远市阳山县阳城镇光明路2号 ,电话：0763-7806820 ,
大参林医药集团股份有限公司清远新一佳店,地址：广东省清远市清城区环城二路三号新一佳市场 ,电话：0763-3828416 ,
大参林医药集团股份有限公司佛冈店,地址：广东省清远市佛冈县振兴中路新兴商贸城1-5号铺 ,电话：0763-4293990 ,
大参林医药集团股份有限公司清远英德和平店,地址：广东省清远市英德市英城镇百花路八号 ,电话：0763-2227455 ,
大参林医药集团股份有限公司阳山七拱店,地址：广东省清远市阳山县七拱镇建设路81号 ,电话：0763-7275788 ,
大参林医药集团股份有限公司连州店,地址：广东省清远市连州市人民路49-51号 (旺角百家对面) ,电话：0763-6629458 ,
大参林医药集团股份有限公司英德西牛店,地址：广东省清远市英德市西牛镇盘福路 ,电话：0763-2871343 ,
大参林医药集团股份有限公司阳山文塔店,地址：广东省清远市阳山县阳城镇文塔路西起1、2、3卡 ,电话：0763-7883297 ,
大参林医药集团股份有限公司清新石潭分店,地址：广东省清远市清新县石潭镇创业街41号 ,电话：0763-5621566 ,
大参林医药集团股份有限公司佛冈龙山店,地址：广东省清远市佛冈县龙山镇琶江街（龙山市场斜对面） ,电话：0763-4682477 ,
大参林医药集团股份有限公司清远浛洸顺源店,地址：广东省清远市英德市含光镇新市场顺源东路A22之二 ,电话：0763-2855083 ,
大参林医药集团股份有限公司大镇店,地址：广东省清远市英德大镇镇南街 ,电话：0763-2623050 ,
大参林医药集团股份有限公司清远阳山北门店,地址：广东省清远市阳山县城镇北门路117号富百氏大厦首层6号铺 ,电话：0763-7888580 ,
大参林医药集团股份有限公司浛洸店,地址：广东省清远市英德市浛洸镇中山一路31号 ,电话：0763-2855158 ,
大参林医药集团股份有限公司清远城南店,地址：广东省清远市英德镇城南市场 ,电话：0763-2213590 ,
大参林医药集团股份有限公司阳山富利轩店,地址：广东省清远市阳山县阳山大道富利苑4-5卡 ,电话：0763-7880806 ,
大参林医药集团股份有限公司清新浸潭店,地址：广东省清远市清新县浸潭镇人民西路10号 ,电话：0763-5635580 ,
大参林医药集团股份有限公司城北店,地址：广东省清远市英德市英城镇和平北路城北市场地下室一层 ,电话：0763-2225850 ,
大参林医药集团股份有限公司连州南门店,地址：广东省清远市连州市连州镇南门商业街B4栋14、15、16卡 ,电话：0763-6664019 ,
大参林医药集团股份有限公司富强店,地址：广东省清远市英德市富强路御花园斜对面 ,电话：0763-2230680 ,
大参林医药集团股份有限公司清远连南三江店,地址：广东省清远市连州市连南县三江镇瑶山路A2 ,电话：0763-8670880 ,
大参林医药集团股份有限公司清新禾云店,地址：广东省清远市清新县禾云镇建设南路3号 ,电话：0763-5673007 ,
大参林医药集团股份有限公司连州北山店,地址：广东省清远市连州市连州镇北山路桦景豪庭首层十号 ,电话：0763-6601848 ,
大参林医药集团股份有限公司清新太平店,地址：广东省清远市清新县太平镇沙塘北闸大街12.14号 ,电话：0763-5775149 ,
大参林医药集团股份有限公司新宁店,地址：广东省清远市龙塘新宁街2-8号 ,电话：0763-3603511 ,
大参林医药集团股份有限公司学宫分店,地址：广东省清远市清城区大观街6号（麦当劳旁） ,电话：0763-3327478 ,
大参林医药集团股份有限公司清新石坎店,地址：广东省清远市清新县龙颈镇黄岗村委会三八圩一楼一、二间铺面 ,电话：0763-5560976 ,
大参林医药集团股份有限公司龙塘店,地址：广东省清远市龙塘镇清花一路22号 ,电话：0763-3601798 ,
大参林医药集团股份有限公司清新分店,地址：广东省清远市清新县清和大道88号（滨江路口侧） ,电话：0763-5835829 ,
大参林医药集团股份有限公司连江店,地址：广东省清远市小市连江路碧翠园首层41-42号 ,电话：0763-3639236 ,
大参林医药集团股份有限公司明霞店,地址：广东省清远市清新明霞大道中36号112铺面 ,电话：0763-5838347 ,
大参林医药集团股份有限公司清新龙颈店,地址：广东省清远市清新县龙颈镇龙新路70号 ,电话：0763-5712580 ,
大参林医药集团股份有限公司清远北门店,地址：广东省清远市北门街97号倾城摩尔广场A103-106 ,电话：0763-3821123 ,
大参林医药集团股份有限公司振南店,地址：广东省清远市小市振南街C幢102、103号 ,电话：0763-3327478 ,
大参林医药集团股份有限公司洲心店,地址：广东省清远市洲心街清源东路 ,电话：0763-3505248 ,
大参林医药集团股份有限公司西门塘店,地址：广东省清远市清城区环城一路七号鸿福花园首层10-11号 ,电话：0763-3392323 ,
大参林医药集团股份有限公司石角店,地址：广东省清远市石角镇福源大街东四幢40-42号房 ,电话：0763-3206297 ,
大参林医药集团股份有限公司源潭店,地址：广东省清远市源潭镇H7小区12号楼13-16卡 ,电话：0763-3241896 ,
大参林医药集团股份有限公司尚景峰店,地址：广东省清远市新城人民二路23号尚景峰大厦06、07号商铺 ,电话：0763-3389063 ,
大参林医药集团股份有限公司横荷店,地址：广东省清远市横荷百加集镇大街13号 ,电话：0763-3556468 ,
大参林医药集团股份有限公司东江二路店,地址：广东省清远市清城区东江二路莲塘街2号 ,电话：0763-3901080 ,
大参林医药集团股份有限公司清新山塘分店,地址：广东省清远市清新县山塘镇新基路107-108号 ,电话：0763-5282800 ,
大参林医药集团股份有限公司清远金沙店,地址：广东省清远市清城区新城连江路金沙商务大厦6号铺 ,电话：0763-3863753 ,
大参林医药集团股份有限公司九龙店,地址：广东省清远市英德市九龙镇九龙大道南门 市场 ,电话：0763-2752911 ,
大参林医药集团股份有限公司清和店,地址：广东省清远市清新县建设南路5号 ,电话：0763-5831578 ,
广东本草药业连锁有限公司晓港分店,地址：广东省广州市海珠区晓港中马路149号首层 ,电话：020-84088997 ,
广东本草药业连锁有限公司夏园分店,地址：广东省广州市黄埔区广深路夏园路段夏园大厅（黄埔东路2700-2728） ,电话：020-82066416 ,
肇庆天天邦健医药连锁有限公司广宁百花店,地址：广东省肇庆市广宁县南街镇新环城东路鸣翠花园B区六、七幢01到16号 ,电话：0758-8610899 ,
广东本草药业连锁有限公司星河湾分店,地址：广东省广州市番禺区大石镇星河湾大酒店自编6号之02房（华润万家旁） ,电话：020-34783627 ,
肇庆天天邦健医药连锁有限公司莲湖店,地址：广东省肇庆市端州区莲湖中路3-4号（莲湖派出所的右边200米） ,电话：0758-6920271 ,
